Minimum
Sample;Phase;milliVolt
;20,0;4,332430376350904
;22,0;2,727947633266476
;20,0;2,0435154626224348
;20,0;2,0668203579962956
;20,0;2,585548812965599
;18,0;3,333013254079284
23;18,0;6,30460585723833
;20,0;3,7576598845909186
;22,0;2,268227018653433
;20,0;1,6370716906178329
;20,0;1,6649583316760799
;20,0;2,1526513730201486
;20,0;2,848755636189787
24;18,0;6,4404784903907295
;20,0;3,8298779996087737
;22,0;2,3194393452763116
;20,0;1,700573572464818
;20,0;1,764691726245772
;20,0;2,303204851690669
;20,0;3,051651601773549
25;18,0;6,94245347234583
;20,0;4,11833323122563
;20,0;2,4586546795116035
;20,0;1,7439308657282622
;20,0;1,754674838400117
;20,0;2,271399646051699
;20,0;3,0155300719948515
26;18,0;7,280251353611422
;20,0;4,153772113811582
;20,0;2,3670962543237453
;20,0;1,6605609907303087
;20,0;1,7745035386136658
;22,0;2,4492611135562288
;0,0;3,346599299373541
27;18,0;7,331291945033981
;20,0;4,266081785547766
;20,0;2,5148630327698482
;20,0;1,8239231601735257
;20,0;1,9395496412321025
;22,0;2,60802994941889
;0,0;3,500030772251867
28;18,0;6,430874258105522
;20,0;3,350922173961216
;20,0;1,5972062991507077
;20,0;0,9126136797479685
;20,0;1,0400313618269692
;22,0;1,7223463914616906
;0,0;2,626549038453415
29;18,0;6,588819374606741
;20,0;3,75366350497985
;20,0;2,120685956074979
;20,0;1,4595405781836392
;20,0;1,539881221597339
;22,0;2,1313617366076105
;0,0;2,9377245440527107
30;18,0;6,812388659070537
;20,0;3,7731026072994505
;20,0;2,0333628461809994
;20,0;1,342948919661909
;22,0;1,4516403716889084
;22,0;2,109216746208734
;22,0;2,9931914106856925
31;14,0;9,995120000000014
32;4,0;0,07880395817236384
;8,0;0,0799566649713923
;10,0;0,08058092187067019
;12,0;0,08078798001532278
;12,0;0,08068909055047532
;0,0;0,08039550462125324
;10,0;0,08004855293114074

Maximum
Sample;Phase;milliVolt
PhT64_32_2020-02-18_15-04-04
1;22,0;7,370610146706444
;18,0;6,68822878628132
;22,0;6,307077634668364
;18,0;6,151084292179464
;8,0;6,1441763591265035
2;20,0;7,654108993202603
;2,0;6,767392466656883
;20,0;6,217889255720189
;22,0;5,925919685542892
3;22,0;7,277984188599281
;20,0;6,578678275123478
;0,0;6,160676609711965
;20,0;5,953902465192538
4;20,0;7,656674454072741
;0,0;6,849551533277916
;20,0;6,338683109600582
5;22,0;7,611896530066673
;20,0;6,821663102091378
;0,0;6,36729029711857
;20,0;6,165103627993211
6;2,0;6,367246771349867
;4,0;5,162046187164815
;4,0;4,460802336990123
;6,0;4,1535546078917145
;8,0;4,130342386935515
;4,0;4,28120506118746
;4,0;4,435615003700273
7;2,0;5,622562023701242
;4,0;4,43506839164099
;6,0;3,7523512180981364
;6,0;3,4640864906298012
;8,0;3,4599501967931032
;4,0;3,62961832414517
;4,0;3,8011864825337938
8;2,0;5,841571304155051
;4,0;4,661643780396754
;4,0;3,979796894735406
;6,0;3,686434599265919
;8,0;3,6719608460832065
;2,0;3,8267795872821884
;2,0;3,9794941605946605
9;2,0;6,182580364973023
;4,0;4,845314014768444
;4,0;4,0736449111230595
;6,0;3,7451880614047908
;8,0;3,7375584729815605
;4,0;3,928371153221301
;2,0;4,13081849875844
10;2,0;6,122461871550361
;4,0;4,809171834286921
;6,0;4,078312167745226
;6,0;3,8009377119256005
;8,0;3,848103306828369
;2,0;4,090863792453865
;2,0;4,3289249610793386
11;2,0;6,298502511940279
;4,0;5,014856476176506
;4,0;4,245489660075745
;6,0;3,8782384013236193
;8,0;3,800939037605753
;2,0;3,9014279066077693
;0,0;4,012504378220075
12;2,0;6,278376845876738
;4,0;4,971022726522895
;4,0;4,220467925907812
;6,0;3,903771185548327
;8,0;3,897991246961273
;2,0;4,080186851663494
;0,0;4,267861352828997
13;2,0;6,344916446443992
;4,0;5,047522686325321
;4,0;4,282002675382106
;6,0;3,932725959343289
;8,0;3,8840620839378097
;2,0;4,02038059489462
;0,0;4,1686410093729185
14;2,0;5,115306895822127
;4,0;3,956765596361679
;4,0;3,2838547630038937
;4,0;2,9888195200851957
;8,0;2,96390499194201
;4,0;3,101356302910767
;2,0;3,239901611358342
15;2,0;5,85415429083737
;2,0;4,596879618400245
;6,0;3,852412554104787
;22,0;3,5089308323960373
;2,0;3,4546121877190368
;22,0;3,577634354518832
16;6,0;5,733096326340323
;10,0;3,541208738520208
;10,0;2,3064488283480133
;8,0;1,8421891916936808
;12,0;1,9618024244271517
;10,0;2,4786611224183863
17;6,0;5,254403895545024
;10,0;3,197593198461213
;10,0;2,032664877239307
;10,0;1,5879144433522914
;12,0;1,6916374082731522
;10,0;2,1721292834748924
18;6,0;5,181872913948517
;10,0;3,163051599556606
;10,0;2,0045084175373784
;10,0;1,5408264015219268
;12,0;1,606588585141342
;10,0;2,0363780020267295
19;6,0;5,3046781685167925
;10,0;3,285814118343181
;10,0;2,150954542020509
;8,0;1,7281231828777086
;12,0;1,8453437842437115
;10,0;2,330640089447472
20;6,0;5,612455126020834
;10,0;3,491974139110301
;10,0;2,306132548638609
;8,0;1,8719708050298478
;12,0;2,006529358708108
;10,0;2,526848660097494
21;8,0;5,793136629077213
;10,0;3,4944189766410654
;10,0;2,153980716123027
;10,0;1,5916665892246735
;12,0;1,6273213376475821
;8,0;2,080789703093347
;8,0;2,7272037329508385
22;8,0;7,069277198298201
;10,0;4,332430376350904
;10,0;2,727947633266476
;10,0;2,0435154626224348
;12,0;2,0668203579962956
;8,0;2,585548812965599
;4,0;3,333013254079284
23;8,0;6,30460585723833
;10,0;3,7576598845909186
;10,0;2,268227018653433
;10,0;1,6370716906178329
;12,0;1,6649583316760799
;8,0;2,1526513730201486
;6,0;2,848755636189787
24;8,0;6,4404784903907295
;10,0;3,8298779996087737
;10,0;2,3194393452763116
;8,0;1,700573572464818
;12,0;1,764691726245772
;8,0;2,303204851690669
;6,0;3,051651601773549
25;8,0;6,94245347234583
;10,0;4,11833323122563
;10,0;2,4586546795116035
;8,0;1,7439308657282622
;12,0;1,754674838400117
;8,0;2,271399646051699
;6,0;3,0155300719948515
26;6,0;7,280251353611422
;8,0;4,153772113811582
;8,0;2,3670962543237453
;10,0;1,6605609907303087
;10,0;1,7745035386136658
;8,0;2,4492611135562288
;6,0;3,346599299373541
27;6,0;7,331291945033981
;8,0;4,266081785547766
;8,0;2,5148630327698482
;8,0;1,8239231601735257
;12,0;1,9395496412321025
;8,0;2,60802994941889
;4,0;3,500030772251867
28;6,0;6,430874258105522
;8,0;3,350922173961216
;10,0;1,5972062991507077
;14,0;0,9126136797479685
;8,0;1,0400313618269692
;10,0;1,7223463914616906
;8,0;2,626549038453415
29;8,0;6,588819374606741
;8,0;3,75366350497985
;8,0;2,120685956074979
;10,0;1,4595405781836392
;10,0;1,539881221597339
;8,0;2,1313617366076105
;6,0;2,9377245440527107
30;8,0;6,812388659070537
;8,0;3,7731026072994505
;10,0;2,0333628461809994
;10,0;1,342948919661909
;10,0;1,4516403716889084
;8,0;2,109216746208734
;6,0;2,9931914106856925
31;22,0;9,995120000000014
32;18,0;0,07880395817236384
;22,0;0,0799566649713923
;20,0;0,08058092187067019
;18,0;0,08078798001532278
;22,0;0,08068909055047532
;20,0;0,08039550462125324
;2,0;0,08004855293114074
;6,0;0,07975619733646348
