Minimum
Sample;Period per day
PhT64_32_2019-04-30_11-09-59_merged
1;28;19;28;24;20;26
2;29;22;28;4;30;18
3;26;25;23;20;23;25
4;27;24;23;24;22;23
5;28;24;23;22;15;17
6;18;25;19;31;19;18

Maximum
Sample;Period per day
PhT64_32_2019-04-30_11-09-59_merged
1;24;24;29;25;16;28
2;20;24;34;30;22;14
3;30;21;20;26;25;22
4;22;26;27;22;23;24
5;24;24;24;24;32;16
6;22;24;30;22;18;28
