30.04.2019	15:00:00
h	°C	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
16,15007	21,1	7,07520	6,89453	6,15234	6,60156	7,36328	6,84082	6,55762	7,25098	7,04590	7,07031	8,24707	7,91016	8,14941	7,17773	7,89551	7,60254	6,61133	6,41602	6,71875	7,18750	7,29980	7,81250	7,06055	7,68555	7,69531	8,26660	8,06641	7,87109	7,35840	7,94434	7,97363	0,05371
16,15840	21,1	7,03125	6,83594	6,09863	6,54785	7,29004	6,79688	6,50879	7,22168	7,01660	7,03613	8,20801	7,87598	8,11523	7,13867	7,86133	7,50977	6,52344	6,33789	6,62598	7,08496	7,28516	7,78320	7,03613	7,67090	7,67578	8,21289	8,00781	7,80762	7,30469	7,88086	7,91016	0,05371
16,16674	21,1	6,97754	6,76758	6,04492	6,47461	7,23633	6,74805	6,46484	7,19238	6,98242	7,01172	8,17383	7,84668	8,09082	7,11426	7,82227	7,41699	6,42578	6,25000	6,52832	6,98242	7,26563	7,75391	7,01660	7,63672	7,64648	8,16406	7,94922	7,73438	7,24609	7,81250	7,84180	0,05371
16,17507	21,1	6,90918	6,69922	5,98145	6,40137	7,15820	6,69922	6,41602	7,15332	6,94336	6,97754	8,16406	7,81250	8,05176	7,08008	7,78809	7,32422	6,33301	6,16699	6,44043	6,88477	7,23145	7,73926	6,99707	7,62207	7,63672	8,10547	7,88086	7,65625	7,18750	7,74414	7,77344	0,05371
16,18341	21,1	6,85547	6,63574	5,91797	6,33789	7,09473	6,65527	6,37207	7,11914	6,91895	6,94336	8,13477	7,77832	8,02246	7,04102	7,76855	7,22656	6,23535	6,08887	6,33789	6,78711	7,21191	7,70996	6,98242	7,59277	7,61230	8,04688	7,80762	7,57813	7,12402	7,67090	7,70508	0,05371
16,19174	21,1	6,80176	6,56738	5,85938	6,26953	7,01660	6,60156	6,33301	7,08008	6,87500	6,91406	8,10059	7,74414	7,99805	7,02637	7,72461	7,11914	6,15234	6,00098	6,25000	6,68457	7,19238	7,68066	6,95801	7,57324	7,59277	7,97852	7,73926	7,50488	7,05566	7,59277	7,62695	0,05859
16,20008	21,1	6,74316	6,49414	5,79590	6,18164	6,94824	6,55273	6,29395	7,05566	6,84082	6,87988	8,07617	7,71484	7,95898	6,99219	7,69531	7,01660	6,05469	5,90820	6,16211	6,59180	7,17285	7,67090	6,93848	7,54883	7,55859	7,91992	7,66602	7,41699	6,98730	7,52441	7,54395	0,05371
16,20841	21,1	6,67969	6,42578	5,73242	6,11328	6,87988	6,50391	6,25000	7,02148	6,80664	6,84570	8,05176	7,67578	7,93945	6,95801	7,65625	6,91406	5,95215	5,81055	6,05957	6,48438	7,15332	7,64160	6,91895	7,53418	7,54395	7,85156	7,58789	7,32910	6,91895	7,44141	7,46582	0,05371
16,21675	21,1	6,62109	6,35254	5,67383	6,05957	6,81641	6,45020	6,20605	6,99707	6,77734	6,82129	8,02734	7,65137	7,91504	6,93359	7,64160	6,81641	5,85449	5,72754	5,97168	6,38672	7,13379	7,62695	6,89941	7,51953	7,51953	7,78320	7,50000	7,24609	6,85059	7,35840	7,39258	0,05371
16,22508	21,1	6,56738	6,27930	5,61035	5,98633	6,74805	6,40625	6,17188	6,95801	6,75781	6,77734	7,99316	7,61230	7,87598	6,91406	7,60742	6,71387	5,75195	5,63477	5,86914	6,28418	7,11914	7,59277	6,88477	7,49023	7,49023	7,70996	7,41699	7,15820	6,77734	7,27539	7,31445	0,05371
16,23342	21,1	6,49414	6,20605	5,54199	5,92285	6,67480	6,37207	6,11328	6,93359	6,71387	6,75293	7,97852	7,58789	7,85645	6,87988	7,58301	6,60156	5,64941	5,54688	5,77148	6,17676	7,10449	7,56836	6,87012	7,47070	7,47559	7,63672	7,33887	7,07520	6,70410	7,18750	7,22656	0,05371
16,24175	21,1	6,43555	6,12793	5,46875	5,83496	6,59668	6,32324	6,07422	6,90918	6,69434	6,73340	7,94922	7,55371	7,82715	6,86035	7,55371	6,50391	5,55176	5,45898	5,68848	6,07422	7,08008	7,57324	6,85059	7,44141	7,45605	7,56348	7,25586	6,98242	6,62109	7,09473	7,14355	0,05371
16,25009	21,2	6,37207	6,05957	5,41016	5,77148	6,53320	6,27441	6,03516	6,87988	6,65527	6,71387	7,92480	7,52930	7,81250	6,83105	7,51465	6,40625	5,45898	5,36621	5,59570	5,98633	7,07031	7,56348	6,83594	7,42188	7,45117	7,48535	7,17285	6,89453	6,54785	6,99707	7,06055	0,05371
16,25842	21,1	6,31836	6,00098	5,33691	5,70801	6,45508	6,24512	6,00098	6,84570	6,62598	6,67969	7,89551	7,49512	7,78320	6,80664	7,50488	6,30859	5,36621	5,27344	5,48828	5,89355	7,05078	7,54395	6,82129	7,40723	7,42676	7,41211	7,09473	6,81152	6,46973	6,91406	6,97754	0,05371
16,26676	21,2	6,25977	5,94238	5,27344	5,63965	6,39160	6,20605	5,95703	6,82129	6,58691	6,66016	7,86621	7,45117	7,75879	6,78223	7,47070	6,22070	5,26855	5,18066	5,39551	5,79590	7,03613	7,50977	6,80176	7,38281	7,41211	7,33887	7,01172	6,71875	6,39648	6,82617	6,88965	0,05371
16,27509	21,2	6,19629	5,87891	5,21484	5,57129	6,33789	6,17188	5,92285	6,78223	6,56738	6,65039	7,85156	7,41699	7,72949	6,74316	7,44141	6,13281	5,18555	5,09766	5,30762	5,68848	7,02637	7,49023	6,78223	7,36816	7,38770	7,27051	6,93359	6,63086	6,32813	6,73828	6,80176	0,05371
16,28343	21,2	6,14746	5,80078	5,16113	5,52246	6,27441	6,12793	5,87891	6,76270	6,52344	6,62598	7,82227	7,39746	7,70996	6,72363	7,41211	6,04492	5,09277	5,00977	5,22461	5,60059	7,00195	7,48535	6,77734	7,34863	7,37793	7,19238	6,85059	6,53809	6,25000	6,65039	6,71875	0,05371
16,29177	21,2	6,08887	5,75195	5,10742	5,45898	6,22559	6,08887	5,83496	6,73828	6,49414	6,60156	7,80273	7,36816	7,67578	6,69922	7,37793	5,95703	5,00977	4,92676	5,14160	5,51270	6,99707	7,45117	6,76270	7,33398	7,35840	7,11426	6,77246	6,45508	6,17676	6,56738	6,64551	0,05371
16,30010	21,2	6,04980	5,70313	5,05371	5,41016	6,15234	6,04980	5,81055	6,69922	6,47461	6,59180	7,78320	7,32910	7,65137	6,67969	7,35352	5,86426	4,92676	4,84375	5,06836	5,42480	6,98242	7,43164	6,75293	7,31934	7,33887	7,04102	6,68945	6,36719	6,10352	6,47949	6,56250	0,05371
16,30844	21,2	5,99121	5,64453	4,99512	5,35156	6,12793	6,00586	5,77637	6,66504	6,45020	6,58203	7,75879	7,30957	7,62695	6,65039	7,32910	5,78613	4,84375	4,77051	4,98047	5,33203	6,95801	7,41211	6,73340	7,30957	7,33398	6,97266	6,61621	6,27930	6,02539	6,39648	6,48438	0,05371
16,31677	21,2	5,92773	5,61035	4,94141	5,30762	6,08887	5,97656	5,74707	6,64551	6,43066	6,56738	7,72461	7,27051	7,60254	6,63086	7,30469	5,69336	4,76074	4,68750	4,91699	5,25879	6,94336	7,40723	6,71387	7,28516	7,30957	6,90430	6,54297	6,19141	5,95215	6,30859	6,40625	0,05859
16,32511	21,2	5,89844	5,55176	4,91211	5,27344	6,04492	5,94727	5,70801	6,62598	6,39648	6,54785	7,70508	7,24121	7,57324	6,61133	7,28027	5,62988	4,69238	4,61426	4,83398	5,19043	6,92383	7,37793	6,70410	7,26563	7,29492	6,83594	6,46973	6,10840	5,87891	6,22070	6,32813	0,05859
18,00003	21,0	7,84668	7,79297	6,96289	7,49023	8,17871	7,70508	7,43164	7,69043	7,68555	7,69531	8,90137	8,57422	8,74512	7,79785	8,63281	8,60352	7,69531	7,14844	7,76367	8,30566	7,70020	8,25684	7,62207	8,12988	8,05664	8,57910	8,02246	8,41309	7,71973	8,00293	8,59375	0,05859
18,00837	21,1	7,81250	7,75879	6,92383	7,45117	8,13477	7,68555	7,42676	7,70508	7,67090	7,68555	8,87207	8,58398	8,75000	7,80762	8,65234	8,59863	7,68066	7,15332	7,76367	8,31055	7,73926	8,29102	7,63672	8,16895	8,08105	8,56934	8,02246	8,40332	7,71973	7,99805	8,58887	0,05371
18,01670	21,1	7,81250	7,75391	6,92383	7,46582	8,13477	7,70508	7,43164	7,71973	7,68066	7,69531	8,89648	8,60840	8,77930	7,83203	8,67188	8,60352	7,68555	7,19238	7,76367	8,30566	7,76367	8,31543	7,65625	8,19336	8,10547	8,55469	8,01758	8,38867	7,70508	7,98828	8,57910	0,05371
18,02504	21,1	7,81250	7,75391	6,92871	7,46582	8,14453	7,68555	7,41211	7,70508	7,65625	7,67578	8,87207	8,58398	8,76465	7,80762	8,64258	8,61328	7,68555	7,23145	7,76855	8,29590	7,74414	8,30078	7,65137	8,16895	8,09082	8,54004	8,00293	8,37402	7,69531	7,97852	8,56445	0,05371
18,03337	21,1	7,80273	7,72949	6,91895	7,44629	8,12988	7,63672	7,37793	7,67578	7,62695	7,63672	8,81836	8,55469	8,73047	7,77344	8,60840	8,58398	7,65625	7,24121	7,73438	8,27637	7,72461	8,26660	7,62695	8,13965	8,05664	8,52539	7,99316	8,35938	7,69043	7,96387	8,55469	0,05371
18,04171	21,1	7,77832	7,70020	6,89453	7,40723	8,10547	7,58301	7,33887	7,64160	7,59277	7,58789	8,78906	8,52051	8,70605	7,73926	8,57422	8,55469	7,61719	7,20703	7,70020	8,23242	7,69043	8,23730	7,59766	8,09082	8,02734	8,51563	7,98340	8,34473	7,67578	7,94922	8,54004	0,05371
18,05004	21,1	7,75879	7,66113	6,87500	7,37305	8,07617	7,51465	7,28027	7,60742	7,53906	7,53418	8,75977	8,48145	8,67676	7,69531	8,53516	8,52051	7,56836	7,20215	7,66113	8,17871	7,64648	8,19336	7,56836	8,04688	7,99316	8,50098	7,97363	8,32520	7,66602	7,93457	8,52539	0,05371
18,05838	21,1	7,71484	7,61719	6,83594	7,33398	8,02734	7,45117	7,23145	7,57324	7,49023	7,47070	8,73047	8,44727	8,64258	7,66113	8,48633	8,47168	7,52441	7,17285	7,62207	8,13477	7,61719	8,15918	7,52930	8,00781	7,95898	8,49121	7,95898	8,31055	7,65625	7,92480	8,51074	0,05371
18,06671	21,1	7,68066	7,57813	6,80176	7,28516	7,98828	7,38770	7,17285	7,53906	7,44141	7,41699	8,69629	8,40820	8,60352	7,62207	8,44727	8,42773	7,47559	7,13867	7,57813	8,08105	7,58301	8,12988	7,49512	7,95410	7,91992	8,47656	7,94434	8,29590	7,64648	7,91016	8,49609	0,05371
18,07505	21,1	7,65137	7,53418	6,76758	7,23145	7,93457	7,31445	7,11426	7,50977	7,38281	7,35840	8,66699	8,36426	8,55469	7,56348	8,40332	8,37402	7,41699	7,11426	7,53418	8,02246	7,53906	8,09082	7,46582	7,91016	7,88574	8,46191	7,93457	8,27637	7,63672	7,89551	8,47656	0,05371
18,08338	21,1	7,61230	7,49023	6,72363	7,19238	7,89063	7,24121	7,07031	7,46582	7,33398	7,31445	8,61816	8,31543	8,52539	7,53906	8,36426	8,32520	7,36328	7,07031	7,46582	7,96387	7,50488	8,05664	7,42188	7,86621	7,85156	8,44727	7,91504	8,25684	7,62695	7,87598	8,45215	0,05371
18,09172	21,1	7,59277	7,43164	6,69434	7,13867	7,84180	7,18262	7,01660	7,42676	7,29004	7,26563	8,57910	8,28125	8,48145	7,49023	8,32031	8,26660	7,29980	7,01660	7,40723	7,90527	7,47070	8,01758	7,39258	7,82227	7,81250	8,43262	7,89551	8,23730	7,60742	7,85645	8,42773	0,05371
18,10006	21,1	7,54395	7,38770	6,66016	7,08984	7,79297	7,12402	6,96289	7,39258	7,24609	7,22656	8,54004	8,23730	8,44727	7,45605	8,28613	8,20313	7,23145	6,97266	7,35840	7,83691	7,44141	7,98340	7,35352	7,78809	7,77344	8,41309	7,87598	8,20801	7,58789	7,83203	8,40820	0,05371
18,10839	21,1	7,49512	7,33887	6,61621	7,03613	7,73438	7,06055	6,91406	7,35352	7,19727	7,18262	8,51074	8,20801	8,42285	7,42676	8,25684	8,13477	7,17285	6,90430	7,28516	7,77344	7,41211	7,95898	7,33398	7,74902	7,74902	8,38867	7,85156	8,18848	7,56836	7,80762	8,37402	0,05859
18,11673	21,1	7,45605	7,29492	6,57227	6,99707	7,68066	7,00195	6,86035	7,33398	7,15820	7,13867	8,47656	8,17383	8,38867	7,38770	8,21777	8,07617	7,09961	6,84082	7,22168	7,70508	7,38770	7,92969	7,30957	7,71484	7,72461	8,36914	7,83203	8,15430	7,53906	7,77832	8,34473	0,05371
18,12506	21,1	7,42188	7,25098	6,54297	6,94336	7,63184	6,94824	6,81641	7,30957	7,12402	7,09961	8,44238	8,13965	8,36426	7,36328	8,18359	8,01270	7,03125	6,78223	7,15332	7,63672	7,36328	7,90527	7,27539	7,68066	7,70508	8,33984	7,79785	8,12500	7,50977	7,74414	8,31055	0,05371
18,13340	21,1	7,37305	7,20703	6,49902	6,89453	7,57813	6,89941	6,77734	7,28027	7,08984	7,07031	8,41797	8,11035	8,33984	7,33398	8,14453	7,94434	6,95801	6,71387	7,08496	7,56836	7,34863	7,88086	7,25586	7,65137	7,67578	8,31055	7,76855	8,08594	7,48535	7,70996	8,27637	0,05371
18,14173	21,1	7,33887	7,14844	6,45996	6,84570	7,52441	6,85547	6,73828	7,24609	7,04590	7,02637	8,39355	8,07129	8,30566	7,29004	8,11523	7,88086	6,88477	6,64551	7,01172	7,49512	7,32910	7,85156	7,23145	7,62695	7,64648	8,27637	7,72949	8,04199	7,45117	7,66602	8,23730	0,05371
18,15007	21,1	7,30469	7,09961	6,42090	6,78711	7,47559	6,81152	6,68945	7,23145	7,02148	6,99707	8,36914	8,04199	8,28613	7,27051	8,09082	7,79785	6,80664	6,58691	6,94824	7,41699	7,30469	7,83203	7,22656	7,59766	7,62695	8,23730	7,69043	8,00293	7,41211	7,62207	8,19336	0,05371
18,15840	21,2	7,25586	7,04102	6,38184	6,74316	7,41699	6,76758	6,64551	7,21191	6,99219	6,95801	8,33496	8,00293	8,25195	7,23145	8,06152	7,73438	6,72852	6,51855	6,88477	7,34375	7,28516	7,81250	7,20703	7,57813	7,60254	8,20313	7,65137	7,95410	7,36816	7,56836	8,14453	0,05371
18,16674	21,2	7,22656	6,99219	6,33789	6,69922	7,37305	6,71875	6,60156	7,17773	6,96289	6,92871	8,30566	7,97363	8,22266	7,20703	8,02734	7,66113	6,65527	6,44043	6,80664	7,27051	7,26074	7,80273	7,17773	7,55859	7,58301	8,16406	7,61230	7,90527	7,32910	7,50977	8,10059	0,05371
18,17507	21,2	7,18262	6,93848	6,29883	6,65039	7,32422	6,66504	6,56250	7,15820	6,93359	6,90430	8,29590	7,93945	8,19336	7,17773	8,00781	7,56836	6,57227	6,37207	6,73828	7,18750	7,24121	7,77832	7,15820	7,53906	7,56348	8,12500	7,56348	7,85156	7,28516	7,46094	8,05176	0,05371
18,18341	21,2	7,13867	6,88477	6,26465	6,59180	7,26563	6,62109	6,52832	7,12891	6,90430	6,87500	8,26172	7,90527	8,17383	7,15820	7,97363	7,49512	6,48926	6,30859	6,66504	7,10938	7,22656	7,74902	7,14355	7,51465	7,53906	8,08594	7,51953	7,80273	7,24121	7,40234	7,99805	0,05371
18,19174	21,2	7,10449	6,83105	6,22070	6,53320	7,21191	6,57227	6,48926	7,11426	6,87988	6,84082	8,21777	7,88086	8,14453	7,12891	7,94434	7,40723	6,41113	6,22070	6,58691	7,02148	7,20215	7,72949	7,11914	7,49023	7,51465	8,03711	7,46582	7,74414	7,19238	7,34375	7,94922	0,05371
18,20008	21,2	7,07031	6,79199	6,18652	6,48926	7,16309	6,53320	6,45996	7,08496	6,85059	6,82129	8,21289	7,85156	8,12988	7,10449	7,91992	7,33398	6,34277	6,16211	6,51855	6,94824	7,19238	7,70996	7,10938	7,48047	7,49512	7,98828	7,41699	7,68555	7,14355	7,29004	7,89551	0,05371
18,20841	21,2	7,03613	6,73828	6,13770	6,44531	7,10938	6,48926	6,42578	7,05078	6,82617	6,79199	8,18848	7,82227	8,10547	7,08008	7,89551	7,24609	6,25977	6,09863	6,44043	6,86035	7,17773	7,70020	7,09961	7,45605	7,48535	7,94922	7,36816	7,62695	7,08984	7,22656	7,84180	0,05371
18,21675	21,2	6,98242	6,67969	6,10840	6,39160	7,07031	6,44043	6,38672	7,04102	6,80664	6,77734	8,15918	7,79297	8,07617	7,05566	7,86621	7,17285	6,17676	6,02051	6,37207	6,78223	7,16309	7,68555	7,08008	7,44141	7,47070	7,89063	7,31445	7,56348	7,03613	7,16309	7,78320	0,05371
18,22508	21,2	6,94336	6,62598	6,06445	6,33789	7,03125	6,39160	6,34277	7,01172	6,77734	6,75293	8,12988	7,77344	8,06641	7,03125	7,84668	7,09473	6,09863	5,95215	6,28418	6,69922	7,14844	7,66113	7,07031	7,43164	7,46094	7,84668	7,26563	7,50977	6,98242	7,10449	7,72461	0,05371
18,23342	21,2	6,90918	6,58691	6,02051	6,28906	6,97266	6,34766	6,30371	6,99219	6,74316	6,72363	8,11035	7,74414	8,04688	7,01172	7,82227	7,02148	6,01074	5,87891	6,20605	6,63086	7,14355	7,64648	7,06543	7,41699	7,44141	7,79297	7,20703	7,44629	6,92871	7,04102	7,66602	0,05371
18,24175	21,2	6,87012	6,54785	5,98145	6,24023	6,93359	6,30859	6,26465	6,97266	6,71875	6,70898	8,10059	7,71973	8,02246	6,99707	7,78809	6,94824	5,94238	5,81055	6,12793	6,54785	7,11914	7,63184	7,05078	7,38770	7,42188	7,73926	7,15332	7,38770	6,87988	6,98242	7,60742	0,05371
18,25009	21,2	6,83105	6,48926	5,93262	6,19629	6,88965	6,26465	6,23047	6,95313	6,70410	6,69434	8,07617	7,69531	7,99805	6,97266	7,75879	6,86523	5,86426	5,73730	6,05469	6,46484	7,10938	7,62207	7,04590	7,37793	7,40723	7,69043	7,09961	7,32422	6,82129	6,91406	7,54883	0,05371
18,25842	21,2	6,79199	6,43555	5,89844	6,15234	6,84570	6,23047	6,19141	6,92383	6,67480	6,67969	8,05664	7,67578	7,97363	6,95313	7,74414	6,78223	5,78613	5,66406	5,98145	6,38672	7,09473	7,61719	7,02148	7,36816	7,39746	7,64160	7,04590	7,26074	6,76758	6,85547	7,49023	0,05371
18,26676	21,2	6,75293	6,38184	5,85449	6,10840	6,80176	6,19629	6,16211	6,89941	6,65039	6,66016	8,03223	7,64648	7,95410	6,94336	7,72461	6,70410	5,70801	5,59082	5,91797	6,30859	7,08008	7,59766	7,02148	7,37793	7,38281	7,58789	6,99219	7,20215	6,71387	6,78711	7,43164	0,05371
18,27510	21,2	6,71387	6,32813	5,81055	6,05469	6,74316	6,15723	6,11816	6,87988	6,62109	6,64551	8,01758	7,62207	7,92480	6,91895	7,69531	6,62109	5,62500	5,51758	5,84473	6,24023	7,07031	7,57813	7,00684	7,34863	7,37305	7,53906	6,93848	7,13379	6,66016	6,71875	7,36328	0,05371
18,28343	21,2	6,66504	6,29883	5,78125	6,02051	6,69922	6,13281	6,09375	6,86035	6,60645	6,64551	7,99316	7,59277	7,91016	6,89453	7,67578	6,54785	5,55176	5,44922	5,76660	6,16211	7,05566	7,57324	6,99707	7,33887	7,36328	7,49023	6,88477	7,07520	6,61133	6,66016	7,30469	0,05371
18,29177	21,2	6,62598	6,25488	5,74219	5,98145	6,66016	6,10352	6,05957	6,84082	6,58691	6,62598	7,95410	7,56348	7,88574	6,87988	7,65625	6,48438	5,48340	5,38086	5,69824	6,08398	7,05078	7,55371	6,99219	7,31445	7,34863	7,43652	6,83594	7,01172	6,55762	6,60156	7,25098	0,05371
18,30010	21,2	6,60156	6,20605	5,69824	5,94238	6,62109	6,06934	6,03516	6,82617	6,57227	6,60645	7,94922	7,54883	7,87109	6,86035	7,63672	6,39648	5,41016	5,31738	5,62988	6,01074	7,03613	7,53906	6,97754	7,30469	7,32422	7,38281	6,78223	6,94824	6,50391	6,54297	7,19238	0,05371
18,30844	21,2	6,56250	6,17188	5,66406	5,89844	6,58203	6,04004	6,01074	6,80176	6,57227	6,59668	7,91016	7,50488	7,85645	6,83105	7,61719	6,32324	5,33691	5,25879	5,56641	5,94238	7,02637	7,51465	6,96777	7,29492	7,32422	7,33398	6,72852	6,88477	6,45020	6,48438	7,13379	0,05371
18,31677	21,2	6,52832	6,13770	5,62988	5,86426	6,52832	6,00586	5,96191	6,79199	6,55273	6,58203	7,91016	7,48535	7,83691	6,80664	7,59766	6,25977	5,26367	5,19531	5,49316	5,86914	7,01172	7,50977	6,95801	7,28027	7,29980	7,28516	6,67969	6,82617	6,40137	6,41602	7,07520	0,05859
18,32511	21,2	6,47949	6,09863	5,60059	5,82520	6,49414	5,98633	5,93262	6,77246	6,55273	6,58203	7,88574	7,45117	7,81738	6,79199	7,56348	6,19141	5,19531	5,12207	5,43457	5,80078	7,00195	7,50000	6,94824	7,26074	7,29004	7,24121	6,62598	6,76270	6,34766	6,35742	7,01172	0,05371
20,00003	21,1	7,66602	7,72461	6,97754	7,52930	8,22754	7,70508	7,74414	7,97852	7,91992	7,74414	8,86719	8,55957	8,73047	7,81250	8,64746	8,60840	7,67090	7,24121	7,71973	8,28125	7,61719	8,33008	7,61230	8,03711	8,25195	8,76953	8,42773	8,47168	7,78809	8,27637	8,54004	0,05371
20,00837	21,1	7,63184	7,68066	6,93359	7,48047	8,17871	7,66602	7,70996	7,96875	7,89551	7,72949	8,89160	8,58398	8,74023	7,82715	8,66699	8,59863	7,66113	7,28516	7,70508	8,26660	7,63672	8,35449	7,63184	8,07129	8,28125	8,75488	8,42773	8,46191	7,77832	8,26660	8,53516	0,05371
20,01670	21,1	7,62207	7,67578	6,93359	7,47559	8,17871	7,68066	7,72461	7,98340	7,91504	7,74414	8,90625	8,61328	8,76953	7,85156	8,68164	8,59863	7,65625	7,29980	7,70020	8,27148	7,66113	8,37402	7,65625	8,10059	8,30566	8,75000	8,41797	8,45215	7,77344	8,25684	8,52539	0,05371
20,02504	21,1	7,61719	7,67578	6,93359	7,47559	8,18359	7,67578	7,72461	7,97852	7,90039	7,72461	8,85254	8,59375	8,75977	7,82715	8,66699	8,60352	7,66602	7,30469	7,70996	8,27148	7,63672	8,35938	7,64648	8,08594	8,28613	8,73535	8,40820	8,43750	7,75879	8,24707	8,51563	0,05371
20,03338	21,1	7,61719	7,66602	6,92871	7,47070	8,18359	7,63184	7,70020	7,94922	7,87598	7,70020	8,85742	8,56445	8,73535	7,80273	8,63281	8,60352	7,65137	7,30469	7,69043	8,24707	7,61719	8,33496	7,63184	8,05664	8,27148	8,72559	8,39844	8,42285	7,74902	8,23242	8,50098	0,05371
20,04171	21,1	7,59766	7,64160	6,91406	7,43652	8,16895	7,57813	7,66602	7,91992	7,83691	7,66602	8,82324	8,53516	8,71094	7,76855	8,60352	8,57910	7,62207	7,29492	7,66602	8,22754	7,59277	8,30566	7,59766	8,02246	8,24707	8,71582	8,38867	8,40820	7,73926	8,22266	8,49121	0,05371
20,05005	21,1	7,58301	7,61230	6,89453	7,40723	8,13477	7,51465	7,62695	7,88574	7,79297	7,62207	8,79395	8,50586	8,68164	7,72949	8,56445	8,55469	7,58789	7,28516	7,64160	8,18848	7,56348	8,26660	7,57324	7,98340	8,21777	8,70605	8,37891	8,39355	7,73438	8,20801	8,47656	0,05371
20,05838	21,1	7,55859	7,57813	6,87988	7,36816	8,11035	7,45605	7,57813	7,84668	7,74414	7,57813	8,76953	8,48145	8,65723	7,69531	8,52539	8,52051	7,55371	7,26074	7,60254	8,15430	7,53418	8,23242	7,54883	7,94434	8,17871	8,70117	8,36914	8,37891	7,72461	8,19824	8,46680	0,05371
20,06672	21,1	7,53906	7,53906	6,85547	7,33398	8,07617	7,38770	7,52441	7,81738	7,70508	7,53418	8,73535	8,43750	8,63770	7,66113	8,48633	8,49121	7,51953	7,22656	7,56836	8,11523	7,50488	8,20313	7,51465	7,91016	8,14453	8,69141	8,35938	8,36426	7,71484	8,18359	8,45703	0,05371
20,07505	21,1	7,50488	7,49512	6,82129	7,29980	8,03711	7,33398	7,47559	7,77832	7,65625	7,48535	8,69629	8,39844	8,59863	7,62207	8,45703	8,44727	7,46582	7,18262	7,51465	8,06641	7,47070	8,16895	7,48535	7,86133	8,12012	8,68164	8,34961	8,35449	7,70508	8,16895	8,44238	0,04883
20,08339	21,1	7,47070	7,46094	6,78711	7,25586	7,99316	7,26563	7,41699	7,73438	7,60742	7,43652	8,66211	8,35938	8,56934	7,58301	8,41309	8,40332	7,41699	7,14844	7,47559	8,01758	7,44629	8,13477	7,46094	7,81738	8,07617	8,67188	8,33496	8,33984	7,69531	8,15430	8,42773	0,05371
20,09172	21,1	7,43652	7,41699	6,75293	7,20703	7,95410	7,20215	7,36328	7,70020	7,55859	7,38770	8,61816	8,31543	8,53516	7,54883	8,37402	8,35938	7,36816	7,09473	7,43164	7,96387	7,41211	8,10547	7,43164	7,79297	8,05176	8,65723	8,32031	8,32031	7,68066	8,13965	8,41309	0,05371
20,10006	21,2	7,40723	7,37305	6,72363	7,16797	7,90039	7,14355	7,30957	7,66602	7,51465	7,34375	8,54980	8,28125	8,50586	7,50488	8,33496	8,31055	7,30957	7,04590	7,39258	7,90039	7,38770	8,08594	7,40234	7,75879	8,01758	8,64746	8,30566	8,30566	7,66602	8,12500	8,39355	0,05371
20,10840	21,1	7,36816	7,32910	6,68457	7,11426	7,85645	7,08496	7,27051	7,62695	7,46094	7,30957	8,53516	8,25684	8,47168	7,48047	8,30078	8,26172	7,26563	6,97754	7,33887	7,84668	7,36328	8,05176	7,37793	7,72461	7,99805	8,62793	8,29102	8,28125	7,65137	8,10547	8,37891	0,05371
20,11673	21,2	7,33887	7,28027	6,65039	7,07031	7,80762	7,03125	7,21191	7,59766	7,41211	7,27051	8,49609	8,21777	8,44727	7,45605	8,27148	8,20801	7,20215	6,93359	7,28027	7,78809	7,34375	8,02734	7,34863	7,71484	7,97363	8,61328	8,27148	8,26172	7,63672	8,08594	8,35449	0,05371
20,12507	21,2	7,29492	7,24609	6,61133	7,02637	7,76855	6,98730	7,17773	7,55371	7,36816	7,23145	8,45703	8,18848	8,42285	7,42188	8,24219	8,13965	7,14844	6,87988	7,22168	7,72949	7,32422	7,99805	7,32422	7,68066	7,94922	8,59863	8,24707	8,23730	7,62207	8,05664	8,33008	0,05371
20,13340	21,2	7,25586	7,19727	6,59180	6,98242	7,70996	6,93848	7,13379	7,53906	7,31445	7,19238	8,43262	8,15918	8,38867	7,39258	8,20801	8,09082	7,08496	6,81641	7,16309	7,66602	7,29492	7,97363	7,29980	7,65137	7,92480	8,57422	8,22754	8,20801	7,60254	8,02734	8,30566	0,05371
20,14174	21,2	7,21680	7,13867	6,55273	6,93359	7,66602	6,89453	7,08984	7,51465	7,28027	7,17285	8,40332	8,12988	8,37402	7,35840	8,18848	8,02734	7,02637	6,76270	7,10938	7,61230	7,27051	7,94434	7,28516	7,62207	7,90039	8,55469	8,20313	8,17871	7,57813	8,00293	8,28125	0,05371
20,15007	21,2	7,18262	7,09473	6,50879	6,87988	7,62207	6,84570	7,05078	7,49023	7,24609	7,15332	8,37402	8,09570	8,34473	7,34375	8,15430	7,96387	6,96777	6,70898	7,06055	7,55371	7,25586	7,91992	7,25586	7,59277	7,87598	8,53027	8,17383	8,14941	7,55371	7,96875	8,24707	0,05371
20,15841	21,2	7,15332	7,06055	6,47461	6,84082	7,57813	6,80176	7,01172	7,46094	7,20703	7,12402	8,34961	8,07129	8,33008	7,31934	8,12500	7,90039	6,89941	6,66016	6,99219	7,49023	7,23633	7,90039	7,24121	7,57324	7,87109	8,50586	8,14941	8,11035	7,51953	7,92969	8,21289	0,05371
