Maximum
Sample;Phase;milliVolt
PhT64_32_2020-01-14_14-32-34_merged
1;6;7,244533199999999
;12;4,494924
2;6;7,299218800000001
;4;6,6770710399999995
3;6;7,4720688
;11;4,533754833333333
;2;4,573435999999999
4;6;6,809568
;8;6,310092444444444
5;7;6,9586914
;11;4,1474935
6;6;7,980793000000001
;9;6,95024325
