14.01.2020	14:45:00
h	°C	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
0,08335	21,5	6,14746	5,92285	5,20996	5,22949	5,20020	6,20605	6,15723	6,33789	7,26563	6,75293	5,08789	5,72754	6,09863	4,58008	5,48340	6,86035	5,68359	5,55176	6,00586	6,25977	5,01465	4,94629	4,76074	4,86816	4,42871	7,22656	6,86523	7,17773	6,64551	7,58789	9,61914	0,07813
0,09168	21,5	6,15723	5,92285	5,21973	5,22949	5,21484	6,20117	6,15234	6,33301	7,26074	6,74805	5,06348	5,68359	6,09375	4,55566	5,47852	6,84082	5,67871	5,55176	6,00586	6,25488	4,98047	4,92676	4,73633	4,86816	4,40918	7,21191	6,86035	7,17773	6,63574	7,57324	9,62891	0,07324
0,10002	21,5	6,16211	5,92773	5,22461	5,23438	5,23438	6,19141	6,14258	6,32813	7,26074	6,74316	5,03906	5,64453	6,07910	4,55078	5,47363	6,82129	5,67871	5,54199	6,00586	6,25000	4,94141	4,90234	4,71680	4,87793	4,38965	7,20703	6,85547	7,18262	6,62598	7,55859	9,61914	0,07324
0,10835	21,5	6,16699	5,92773	5,23438	5,24414	5,25879	6,19141	6,13281	6,32813	7,27539	6,74316	5,01953	5,60547	6,07910	4,55078	5,45898	6,80664	5,67383	5,54199	6,00586	6,24512	4,91211	4,87793	4,70703	4,88281	4,37012	7,19238	6,84570	7,18750	6,62598	7,55371	9,61914	0,07324
0,11669	21,5	6,16699	5,93750	5,24414	5,25391	5,29785	6,17676	6,12793	6,32324	7,26563	6,74805	4,99512	5,56641	6,08398	4,55078	5,44922	6,79688	5,66895	5,54199	6,00098	6,24512	4,87305	4,85840	4,69727	4,88770	4,35059	7,18750	6,84082	7,19238	6,62598	7,54395	9,61426	0,07324
0,12502	21,5	6,16699	5,94238	5,25391	5,27832	5,33203	6,16211	6,12305	6,31836	7,27051	6,74805	4,99023	5,53711	6,08887	4,55078	5,45410	6,78223	5,65918	5,53711	6,00098	6,24512	4,84375	4,83887	4,69727	4,89746	4,33594	7,17773	6,83105	7,19238	6,62109	7,53906	9,61914	0,07324
0,13336	21,5	6,16699	5,93750	5,25879	5,28809	5,37109	6,15234	6,11816	6,31348	7,28027	6,74316	5,00000	5,50781	6,08887	4,54590	5,45898	6,77734	5,65918	5,53711	6,00098	6,24512	4,80957	4,81934	4,69238	4,90723	4,31641	7,16309	6,82617	7,19727	6,62109	7,52441	9,61914	0,07324
0,14169	21,4	6,16211	5,93750	5,26855	5,29785	5,40527	6,14258	6,11328	6,31348	7,29004	6,73828	5,00000	5,47852	6,09375	4,54590	5,46875	6,76758	5,65918	5,53711	6,00098	6,25000	4,78027	4,80469	4,69727	4,93164	4,30664	7,15332	6,82129	7,19238	6,61621	7,51465	9,61914	0,07324
0,15003	21,4	6,16211	5,93750	5,27832	5,31250	5,44434	6,13770	6,10840	6,30859	7,29492	6,73828	5,00977	5,45410	6,09375	4,54102	5,48340	6,75781	5,66406	5,53223	6,00098	6,25000	4,75098	4,79004	4,70215	4,95605	4,29688	7,14844	6,80664	7,19727	6,61621	7,50977	9,61914	0,07324
0,15836	21,4	6,16211	5,93262	5,29297	5,32715	5,47363	6,13281	6,10352	6,30859	7,29980	6,73828	5,00977	5,42480	6,09375	4,53613	5,48828	6,75781	5,65918	5,53223	6,00098	6,25000	4,72656	4,77539	4,71191	4,98535	4,28711	7,13867	6,79688	7,19727	6,61133	7,50977	9,61914	0,07324
0,16670	21,4	6,15723	5,92773	5,29785	5,33203	5,49805	6,13281	6,09863	6,29883	7,30469	6,73828	5,00488	5,40527	6,09375	4,52637	5,50293	6,76270	5,65430	5,53223	5,99609	6,24512	4,69727	4,76074	4,71680	5,00977	4,27246	7,12891	6,79199	7,19238	6,61133	7,51465	9,61914	0,07324
0,17503	21,4	6,15234	5,92773	5,30273	5,34180	5,51758	6,13281	6,09863	6,29883	7,30469	6,72852	4,98535	5,39063	6,09375	4,52148	5,50781	6,77734	5,64941	5,52246	5,99609	6,24512	4,67285	4,74609	4,72656	5,02441	4,25781	7,12402	6,78711	7,19238	6,60645	7,51465	9,61914	0,07324
0,18337	21,4	6,14746	5,91797	5,31250	5,35156	5,53711	6,13281	6,08887	6,29395	7,30469	6,73340	4,97070	5,37109	6,09863	4,51660	5,53223	6,79199	5,64453	5,52734	5,99609	6,24512	4,64844	4,73145	4,74121	5,04395	4,24316	7,11426	6,78223	7,19238	6,60156	7,52441	9,61426	0,07324
0,19170	21,3	6,14258	5,91797	5,31738	5,36133	5,55176	6,13281	6,08398	6,28418	7,29980	6,72852	4,94629	5,35645	6,09863	4,52148	5,55176	6,80664	5,63965	5,52246	5,99121	6,25000	4,62402	4,71680	4,75586	5,04395	4,22363	7,11426	6,77734	7,19727	6,60156	7,52930	9,63379	0,07324
0,20004	21,4	6,13770	5,91309	5,32227	5,37109	5,57129	6,13770	6,07910	6,27930	7,29492	6,72852	4,91699	5,35156	6,09863	4,53125	5,57129	6,81641	5,63477	5,51758	5,98633	6,25488	4,59961	4,70703	4,76563	5,04395	4,21387	7,10449	6,77246	7,19238	6,59180	7,52930	9,61426	0,07324
0,20837	21,3	6,13281	5,90820	5,32715	5,38086	5,57617	6,13770	6,07910	6,26953	6,79688	6,72852	4,89746	5,33691	6,09863	4,53613	5,60059	6,82129	5,63477	5,51270	5,98145	6,25977	4,58008	4,69238	4,77539	5,04883	4,20410	7,09473	6,76758	7,19238	6,58691	7,52441	9,61914	0,07324
0,21671	21,3	6,12793	5,89844	5,32715	5,38574	5,59082	6,14258	6,07422	6,26465	6,90430	6,72363	4,87793	5,32227	6,09375	4,53613	5,62500	6,82129	5,63477	5,51270	5,97656	6,25488	4,55566	4,67773	4,79492	5,05859	4,18945	7,09473	6,76758	7,18750	6,58203	7,51953	9,61914	0,07324
0,22504	21,3	6,12305	5,88867	5,33203	5,39063	5,59570	6,14258	6,07422	6,25977	6,92871	6,72363	4,86328	5,31250	6,08887	4,53613	5,63965	6,82617	5,62988	5,51270	5,97656	6,25488	4,53613	4,66797	4,80957	5,06836	4,17480	7,09473	6,76758	7,18750	6,58203	7,51953	9,61914	0,07324
0,23338	21,3	6,12305	5,87891	5,32715	5,39551	5,59570	6,14258	6,06445	6,25000	6,92383	6,72363	4,85352	5,29785	6,08887	4,53613	5,65918	6,82129	5,62988	5,50781	5,96680	6,25000	4,51660	4,65332	4,81934	5,07324	4,16504	7,08984	6,76758	7,18262	6,58203	7,51953	9,61914	0,07324
0,24171	21,3	6,11816	5,87891	5,32715	5,39551	5,59570	6,14258	6,05957	6,24512	6,95313	6,72363	4,84863	5,28320	6,08398	4,53125	5,67871	6,82129	5,62012	5,50781	5,96680	6,25000	4,49707	4,64355	4,82422	5,07813	4,15039	7,08984	6,76758	7,17773	6,57715	7,51953	9,61914	0,07324
0,25005	21,3	6,11816	5,86426	5,32715	5,39551	5,59570	6,14258	6,05957	6,24023	6,87988	6,71875	4,84863	5,27344	6,07910	4,53613	5,69336	6,81641	5,62012	5,50781	5,96191	6,24512	4,47754	4,62891	4,83398	5,08301	4,14063	7,08496	6,76270	7,17773	6,57715	7,51953	9,61426	0,07324
0,25839	21,3	6,11816	5,85938	5,32227	5,39551	5,59082	6,14258	6,05469	6,23535	6,91895	6,72363	4,83887	5,26367	6,07422	4,53613	5,71289	6,81641	5,61035	5,50781	5,95703	6,24512	4,45801	4,61914	4,83887	5,08789	4,12598	7,08496	6,75781	7,17285	6,57227	7,51953	9,61426	0,07324
0,26672	21,3	6,12305	5,85449	5,31738	5,39551	5,59082	6,13770	6,04980	6,23535	6,84570	6,72363	4,83398	5,25391	6,06934	4,53613	5,73242	6,80664	5,60547	5,50781	5,95215	6,24023	4,43848	4,60938	4,84863	5,09277	4,12109	7,07520	6,75293	7,16797	6,57227	7,51953	9,61914	0,07324
0,27506	21,3	6,12305	5,84473	5,31250	5,39551	5,58594	6,13281	6,04004	6,22559	6,95313	6,71387	4,83398	5,24414	6,06445	4,53613	5,75195	6,80176	5,60547	5,50293	5,94727	6,23535	4,42383	4,59473	4,85352	5,09277	4,11133	7,07520	6,74316	7,16797	6,56738	7,51953	9,61426	0,07324
0,28339	21,2	6,12305	5,83984	5,30762	5,39551	5,58105	6,13281	6,03516	6,22070	6,98242	6,71387	4,84863	5,23926	6,05957	4,53613	5,77637	6,79688	5,61035	5,49805	5,94727	6,22559	4,40918	4,58496	4,86328	5,09766	4,10156	7,07031	6,74316	7,16797	6,56738	7,51953	9,61914	0,07324
0,29173	21,2	6,11816	5,83008	5,29785	5,39063	5,57617	6,12793	6,02539	6,22070	6,91406	6,70898	4,84863	5,22949	6,05469	4,54102	5,79590	6,78711	5,60059	5,49316	5,94727	6,22559	4,38965	4,56543	4,87305	5,09277	4,09180	7,06543	6,73828	7,15820	6,56738	7,50977	9,61426	0,07324
0,30006	21,2	6,11816	5,82520	5,29297	5,39063	5,57129	6,12305	6,02051	6,21582	6,80664	6,70898	4,85840	5,22461	6,04492	4,54102	5,81543	6,78223	5,60059	5,48828	5,94238	6,22559	4,37988	4,55566	4,88770	5,09766	4,08691	7,06055	6,72852	7,15332	6,56250	7,50977	9,61426	0,07324
0,30840	21,2	6,11328	5,82031	5,28809	5,39063	5,56641	6,11816	6,01074	6,21094	6,78711	6,70410	4,84375	5,21484	6,04004	4,53613	5,83008	6,77734	5,60059	5,49316	5,93750	6,22559	4,36035	4,54102	4,89258	5,09766	4,08203	7,05566	6,72852	7,14844	6,56250	7,50977	9,61914	0,07324
0,31673	21,2	6,11328	5,81055	5,27832	5,38574	5,55664	6,11328	6,00586	6,20605	6,94824	6,69922	4,84863	5,21484	6,03516	4,54102	5,84473	6,77246	5,59570	5,48828	5,94238	6,22559	4,34570	4,53125	4,90234	5,09766	4,07227	7,05078	6,72363	7,14355	6,56250	7,50977	9,61426	0,07813
0,32507	21,2	6,11328	5,80566	5,27344	5,38086	5,55176	6,10840	6,00098	6,20117	6,89941	6,69922	4,84863	5,20508	6,02539	4,53613	5,85449	6,76758	5,59082	5,48828	5,93750	6,22559	4,33594	4,51660	4,91699	5,08789	4,06250	7,05078	6,71875	7,14355	6,55762	7,50488	9,61914	0,07324
2,00001	20,9	5,86914	5,74219	5,68848	5,41504	5,32227	6,32324	6,08887	6,21582	7,29492	6,64063	5,88867	5,73730	5,90820	4,90234	6,05469	6,72363	5,90332	5,70801	6,04980	6,16211	5,06348	5,13672	4,98535	5,08301	4,69238	6,66504	6,58691	7,05566	6,66504	7,24609	9,61426	0,07813
2,00834	20,9	5,85449	5,71777	5,66895	5,39551	5,29785	6,29395	6,07422	6,20117	7,28027	6,61621	5,85938	5,72754	5,88379	4,88281	6,03516	6,71387	5,88379	5,69824	6,03516	6,14746	5,04395	5,11230	4,96582	5,05859	4,67773	6,65527	6,58691	7,03613	6,66016	7,23145	9,60449	0,07324
2,01668	20,9	5,83496	5,70313	5,65430	5,37598	5,28320	6,27930	6,06934	6,19141	7,26563	6,60645	5,84473	5,72266	5,86426	4,87305	6,02051	6,70410	5,86914	5,68359	6,02539	6,13770	5,02441	5,09766	4,95117	5,04395	4,66797	6,64063	6,58691	7,03125	6,65039	7,21680	9,60449	0,07324
2,02501	20,9	5,82520	5,68359	5,63477	5,36621	5,26855	6,25977	6,06445	6,19141	7,25586	6,59180	5,82520	5,71289	5,85449	4,85840	6,01074	6,69922	5,85938	5,67383	6,02539	6,13281	5,01465	5,08789	4,94141	5,02930	4,65332	6,62598	6,58203	7,02148	6,64551	7,21191	9,59961	0,07324
2,03335	20,9	5,81055	5,66895	5,62500	5,35645	5,25879	6,25000	6,05957	6,18652	7,24609	6,58203	5,81055	5,70801	5,83984	4,84863	6,00098	6,68945	5,84961	5,67383	6,01563	6,12793	5,00000	5,07324	4,92676	5,01953	4,64355	6,61621	6,57715	7,01660	6,64063	7,20215	9,59961	0,07324
2,04169	20,9	5,80078	5,65430	5,61035	5,34180	5,24414	6,23047	6,04980	6,18164	7,24121	6,57715	5,80078	5,69824	5,83008	4,83887	5,98633	6,67969	5,84473	5,66895	6,01074	6,11816	4,98535	5,06348	4,91699	5,00488	4,63379	6,60156	6,57227	7,01172	6,63574	7,19238	9,59473	0,07324
2,05002	20,9	5,78613	5,63965	5,59082	5,33203	5,23438	6,21582	6,04004	6,17188	7,23145	6,57227	5,79102	5,69336	5,81543	4,82910	5,97656	6,67480	5,83496	5,66406	6,01074	6,11328	4,98047	5,04883	4,90723	4,99512	4,62402	6,58691	6,57227	7,00195	6,63086	7,18750	9,59473	0,07324
2,05835	20,9	5,78125	5,62988	5,58105	5,32227	5,21973	6,20605	6,03516	6,16699	7,22656	6,56738	5,77148	5,68359	5,80078	4,81934	5,96191	6,66504	5,82031	5,65430	6,00098	6,09863	4,96582	5,03418	4,89746	4,98047	4,61426	6,57227	6,56738	6,99707	6,62109	7,17773	9,59473	0,07324
2,06669	20,9	5,76660	5,61523	5,56641	5,30762	5,20996	6,19141	6,02539	6,15234	7,21680	6,55762	5,76172	5,67383	5,78613	4,80469	5,95215	6,66016	5,81543	5,64453	5,99609	6,08887	4,95117	5,01953	4,88281	4,96582	4,60449	6,55762	6,56250	6,99219	6,61621	7,17285	9,59473	0,07324
2,07503	20,9	5,75684	5,60059	5,55176	5,29785	5,19531	6,17676	6,02051	6,14746	7,20703	6,55273	5,74707	5,66406	5,77148	4,79004	5,94238	6,65039	5,80566	5,64453	5,98633	6,07910	4,93652	5,00488	4,86816	4,95605	4,58984	6,53809	6,55762	6,98730	6,60645	7,16797	9,59473	0,07324
2,08336	20,9	5,74219	5,58594	5,53223	5,27832	5,18066	6,16211	6,01563	6,13770	7,19238	6,54785	5,73242	5,64941	5,76172	4,78027	5,92773	6,64551	5,79590	5,62988	5,97656	6,06934	4,92188	4,99023	4,85840	4,93652	4,57520	6,51367	6,55273	6,98242	6,60156	7,15332	9,58984	0,07324
2,09170	21,0	5,73242	5,56641	5,51270	5,26855	5,16602	6,15234	6,00098	6,12793	7,18262	6,54297	5,71777	5,63965	5,74219	4,76074	5,90820	6,64551	5,78613	5,62500	5,96680	6,05469	4,90723	4,97559	4,84375	4,92188	4,56543	6,48926	6,54297	6,97754	6,58691	7,14844	9,59473	0,07324
2,10003	21,0	5,71777	5,55176	5,49805	5,25391	5,15625	6,13770	5,99609	6,11816	7,17285	6,53320	5,70313	5,62988	5,72266	4,75098	5,89355	6,64063	5,77637	5,62012	5,96191	6,04980	4,88770	4,95605	4,82910	4,90234	4,54590	6,46484	6,53809	6,96777	6,58203	7,13867	9,59473	0,07324
2,10837	21,0	5,70801	5,53711	5,47852	5,23438	5,14160	6,12793	5,98633	6,10352	7,16309	6,52344	5,68359	5,61523	5,70801	4,73145	5,87891	6,64063	5,76660	5,61035	5,95215	6,03516	4,87305	4,94141	4,81445	4,88770	4,53125	6,44043	6,52832	6,96289	6,56738	7,12891	9,59473	0,07324
2,11670	21,0	5,69336	5,51758	5,46387	5,21484	5,12207	6,11328	5,98145	6,09375	7,15332	6,51855	5,66895	5,60059	5,69336	4,71680	5,86426	6,63086	5,75684	5,60547	5,94238	6,02539	4,85840	4,92188	4,79980	4,86816	4,51660	6,41602	6,51855	6,95313	6,56250	7,11914	9,58984	0,07324
2,12504	21,0	5,67871	5,50293	5,44434	5,20020	5,10254	6,09863	5,97168	6,07910	7,13867	6,50879	5,64941	5,58594	5,67383	4,69727	5,84473	6,62598	5,74707	5,59570	5,93262	6,01074	4,84375	4,90723	4,78516	4,84863	4,49707	6,39160	6,50879	6,94336	6,55273	7,10938	9,59473	0,07324
2,13337	21,0	5,66895	5,48340	5,41992	5,18066	5,08301	6,08398	5,96191	6,06934	7,12891	6,50391	5,62988	5,57129	5,65430	4,68262	5,83008	6,62109	5,73730	5,59082	5,92773	6,00098	4,82422	4,88770	4,76563	4,82910	4,47754	6,37207	6,49902	6,93848	6,54297	7,09961	9,59473	0,07324
2,14171	21,0	5,65430	5,46875	5,40039	5,16602	5,06348	6,07422	5,95215	6,05957	7,11914	6,49414	5,61035	5,55664	5,63965	4,66797	5,81055	6,60645	5,72754	5,58594	5,91797	5,98633	4,80957	4,86816	4,75098	4,80957	4,45801	6,35254	6,48926	6,92871	6,53809	7,08984	9,59473	0,07324
2,15004	21,0	5,64453	5,44434	5,38574	5,14648	5,04395	6,05957	5,94238	6,04492	7,10449	6,47949	5,59082	5,54199	5,62012	4,65332	5,79590	6,60156	5,71777	5,58105	5,90332	5,97168	4,79004	4,84863	4,73145	4,79004	4,44336	6,33789	6,47949	6,92383	6,53320	7,08008	9,59473	0,07324
2,15838	21,0	5,62988	5,42480	5,36133	5,12695	5,02930	6,05469	5,93750	6,03027	7,09473	6,46973	5,57129	5,52246	5,60547	4,63379	5,77637	6,58691	5,70801	5,57129	5,89844	5,95703	4,77051	4,83398	4,71680	4,76563	4,42383	6,32813	6,47461	6,91895	6,52344	7,07520	9,59473	0,07324
2,16671	21,0	5,61523	5,40527	5,34668	5,10742	5,00977	6,04004	5,92773	6,02051	7,08008	6,45508	5,55664	5,50781	5,58105	4,61426	5,76172	6,57227	5,69824	5,56152	5,88867	5,94727	4,75098	4,81934	4,69727	4,74609	4,40918	6,31836	6,46484	6,91406	6,51367	7,06543	9,59473	0,07324
2,17505	21,0	5,60059	5,39063	5,32227	5,08789	4,99023	6,03027	5,91309	6,00586	7,07031	6,44531	5,53223	5,48828	5,56152	4,59473	5,74219	6,56250	5,68848	5,55176	5,87891	5,93750	4,73145	4,79980	4,68262	4,72656	4,38477	6,31348	6,45508	6,89941	6,50391	7,05566	9,59473	0,07324
2,18338	21,0	5,59082	5,36621	5,30273	5,07324	4,97070	6,01563	5,90332	5,99609	7,05566	6,43555	5,51758	5,47363	5,54688	4,57520	5,72266	6,54297	5,67871	5,54688	5,86914	5,92773	4,71680	4,77539	4,66797	4,70703	4,37012	6,31836	6,44531	6,89453	6,49414	7,05078	9,59473	0,07324
2,19171	21,0	5,57617	5,34668	5,28320	5,05371	4,95605	6,00586	5,89355	5,98145	7,05078	6,43066	5,50293	5,45410	5,52734	4,56055	5,70801	6,53320	5,66895	5,53711	5,86426	5,91797	4,69727	4,76074	4,64844	4,69238	4,35547	6,32324	6,44043	6,88965	6,48926	7,04102	9,59473	0,07324
2,20005	21,0	5,56152	5,32715	5,26367	5,03418	4,93652	5,98633	5,88379	5,97168	7,04102	6,42090	5,47852	5,43945	5,50781	4,54102	5,68848	6,51855	5,65918	5,53223	5,85449	5,90820	4,68262	4,74121	4,63379	4,67285	4,34082	6,33301	6,43555	6,88477	6,47949	7,03125	9,59473	0,07324
2,20839	21,0	5,55176	5,30762	5,24414	5,01465	4,92188	5,97656	5,87891	5,95703	7,03613	6,41602	5,45898	5,42969	5,48828	4,52637	5,66895	6,50879	5,64941	5,52734	5,84473	5,90332	4,66309	4,72656	4,61914	4,65332	4,32129	6,34766	6,43066	6,87988	6,46973	7,02637	9,59473	0,07324
2,21672	21,0	5,53711	5,29297	5,22949	5,00000	4,90723	5,96191	5,86426	5,94727	7,02637	6,40625	5,44434	5,41504	5,46875	4,50684	5,65430	6,49414	5,63965	5,52734	5,83496	5,89355	4,64355	4,71191	4,60449	4,63379	4,30664	6,36230	6,42090	6,87988	6,46484	7,02148	9,59473	0,07324
2,22506	21,0	5,52734	5,26855	5,20508	4,98047	4,88770	5,95215	5,85938	5,93750	7,02148	6,39160	5,42480	5,39551	5,44922	4,49219	5,63477	6,48438	5,62988	5,51758	5,83008	5,88867	4,62891	4,69238	4,58984	4,61914	4,29199	6,37695	6,41602	6,87500	6,45508	7,00684	9,59473	0,07324
2,23339	21,0	5,51270	5,24902	5,19043	4,96582	4,86816	5,94238	5,84961	5,92773	7,01172	6,38672	5,41016	5,38086	5,42969	4,47266	5,62012	6,47461	5,62012	5,51758	5,82031	5,88379	4,61426	4,67773	4,57520	4,59473	4,27246	6,39648	6,41113	6,86523	6,44531	7,00195	9,59473	0,07324
2,24173	21,0	5,49805	5,23438	5,16602	4,94629	4,85352	5,93262	5,84473	5,91797	7,00684	6,37695	5,38574	5,36621	5,41504	4,45801	5,60547	6,45996	5,61523	5,50781	5,81543	5,87891	4,59473	4,65820	4,56055	4,58008	4,25781	6,41602	6,40625	6,86035	6,44043	6,99707	9,59473	0,07324
2,25006	21,0	5,48828	5,21484	5,15137	4,93164	4,83398	5,91797	5,83496	5,90820	6,99707	6,36230	5,37109	5,35156	5,39551	4,43848	5,58594	6,44531	5,60547	5,50293	5,80566	5,87402	4,58008	4,64355	4,54590	4,56543	4,24316	6,43555	6,39648	6,85547	6,43555	6,99219	9,59473	0,07324
2,25840	21,0	5,47852	5,19531	5,13184	4,91211	4,81934	5,90332	5,82520	5,89844	6,99707	6,35254	5,35156	5,33691	5,37598	4,42383	5,57129	6,44043	5,59570	5,49316	5,80078	5,86914	4,56543	4,62891	4,53125	4,54590	4,22852	6,45508	6,39160	6,85059	6,42578	6,98242	9,59473	0,07324
2,26673	21,1	5,46387	5,17578	5,11719	4,89746	4,80469	5,89355	5,82031	5,88379	6,98730	6,34766	5,33691	5,32227	5,35645	4,40918	5,55176	6,43066	5,58594	5,49316	5,80078	5,86914	4,55078	4,61426	4,51660	4,53125	4,20898	6,47461	6,38672	6,84082	6,41602	6,97754	9,59473	0,07324
2,27507	21,1	5,45410	5,16113	5,09766	4,87793	4,79004	5,88379	5,81055	5,87402	6,98730	6,33789	5,32227	5,30762	5,34180	4,39453	5,53711	6,42090	5,57617	5,48828	5,79102	5,86914	4,53613	4,59473	4,50195	4,51172	4,19434	6,48926	6,37695	6,83594	6,40625	6,96777	9,59473	0,07324
2,28340	21,1	5,44434	5,14160	5,07813	4,86816	4,77539	5,86914	5,80078	5,86914	6,98242	6,33301	5,30762	5,29785	5,32227	4,37988	5,51758	6,41113	5,56641	5,48340	5,78613	5,86914	4,51660	4,58008	4,48730	4,49707	4,17969	6,50391	6,37207	6,82617	6,40137	6,96289	9,59473	0,07324
2,29174	21,1	5,42969	5,12695	5,06348	4,84863	4,76074	5,85938	5,79590	5,85938	6,97754	6,32813	5,29297	5,28320	5,30273	4,36523	5,50293	6,40137	5,55664	5,47852	5,78125	5,86426	4,50195	4,56543	4,47266	4,47754	4,16504	6,51855	6,36230	6,82129	6,39160	6,95801	9,59473	0,07813
2,30007	21,1	5,41992	5,10742	5,04395	4,83398	4,74609	5,84961	5,78613	5,84961	6,97754	6,32324	5,27832	5,26855	5,28809	4,35059	5,48828	6,39648	5,54688	5,47363	5,77637	5,86426	4,49219	4,55078	4,45801	4,45801	4,15039	6,52344	6,35254	6,81641	6,38672	6,95313	9,59473	0,07324
2,30841	21,1	5,41016	5,09277	5,02930	4,81934	4,72656	5,83984	5,77637	5,83984	6,96777	6,32324	5,25879	5,25391	5,27344	4,33594	5,47363	6,38672	5,53711	5,47363	5,76660	5,86426	4,47754	4,53613	4,44824	4,44336	4,13574	6,53320	6,34766	6,81152	6,38184	6,94336	9,59473	0,07324
2,31675	21,1	5,40039	5,07813	5,00977	4,80469	4,71680	5,83008	5,77148	5,83008	6,96289	6,31836	5,23926	5,24414	5,25391	4,32129	5,45898	6,37207	5,53223	5,46875	5,76172	5,86426	4,46289	4,51660	4,43359	4,42871	4,12598	6,53809	6,33789	6,80664	6,37207	6,93848	9,59473	0,07324
2,32508	21,1	5,39063	5,05859	4,99512	4,79004	4,70215	5,82520	5,76660	5,82031	6,96289	6,31836	5,22461	5,22949	5,23926	4,30664	5,44434	6,36719	5,52246	5,46875	5,75684	5,86426	4,44824	4,50195	4,41895	4,40918	4,11133	6,54297	6,33301	6,80176	6,36230	6,92871	9,59473	0,07324
4,00001	20,9	6,22559	6,22559	6,31836	5,77637	5,74707	6,73340	6,59180	6,43066	7,34863	6,68457	6,47949	6,66504	6,34277	5,41992	6,48438	6,74805	5,94238	5,84473	6,18164	6,35254	5,50293	5,56641	5,37598	5,48828	5,25391	6,69922	6,38672	7,14844	6,56738	7,16309	9,58008	0,07324
