28.06.2016	13:35:00
h	°C	1	2	3	4
0,12510	25,3	7,79297	7,68555	4,04297	4,13086
0,12788	25,2	7,78320	7,68555	4,01367	4,09180
0,13066	25,3	7,79297	7,68555	4,00391	4,07227
0,13344	25,3	7,79297	7,69531	4,05273	4,04297
0,13622	25,2	7,78809	7,68555	4,07227	4,00879
0,13900	25,2	7,77832	7,67578	4,07227	3,98438
0,14178	25,3	7,78320	7,68555	4,16504	3,95508
0,14456	25,2	7,77344	7,67578	4,23828	3,92090
0,14734	25,2	7,77344	7,68555	4,25781	3,89648
0,15012	25,2	7,77344	7,67578	4,26758	3,87695
0,15290	25,2	7,77344	7,67578	4,24316	3,85742
0,15568	25,2	7,76855	7,67578	4,24805	3,84766
0,15846	25,2	7,77344	7,67578	4,24316	3,83789
0,16124	25,2	7,76367	7,67578	4,22852	3,83789
0,16402	25,2	7,76367	7,67090	4,24805	3,85742
0,16680	25,2	7,76367	7,66602	4,26758	3,91602
0,16958	25,2	7,76367	7,67090	4,27734	3,95996
0,17236	25,2	7,76367	7,66602	4,27246	4,00391
0,17514	25,2	7,76367	7,66602	4,26270	4,03320
0,17792	25,2	7,76367	7,66602	4,26758	4,05273
0,18070	25,2	7,75879	7,66602	4,27734	4,07227
0,18348	25,2	7,75879	7,66602	4,29688	4,08691
0,18626	25,2	7,75391	7,65625	4,30176	4,10156
0,18904	25,2	7,74902	7,65625	4,31641	4,10156
0,19182	25,2	7,75391	7,65625	4,31641	4,11133
0,19460	25,2	7,75879	7,65625	4,31641	4,11621
0,19738	25,2	7,75879	7,66602	4,30664	4,13086
0,20016	25,2	7,74902	7,65625	4,30664	4,13086
0,20294	25,2	7,74414	7,65137	4,30176	4,14063
0,20572	25,2	7,75391	7,65625	4,31641	4,14063
0,20850	25,1	7,74902	7,65625	4,31641	4,14063
0,21128	25,1	7,74414	7,64648	4,31641	4,14063
0,21406	25,1	7,74414	7,65137	4,31152	4,14551
0,21684	25,1	7,74414	7,64648	4,30664	4,16016
0,21962	25,2	7,75391	7,64648	4,29688	4,17969
0,22240	25,1	7,74902	7,64648	4,28711	4,18945
0,22518	25,1	7,73438	7,63672	4,26758	4,18945
0,22796	25,1	7,73438	7,63184	4,26270	4,17969
0,23074	25,1	7,74414	7,63672	4,26270	4,18945
0,23352	25,1	7,74414	7,64648	4,25293	4,19922
0,23630	25,1	7,74414	7,64160	4,25293	4,20898
0,23908	25,1	7,73438	7,63672	4,23828	4,20410
0,24186	25,1	7,73438	7,63672	4,24316	4,22852
0,24464	25,1	7,74414	7,63672	4,23828	4,22852
0,24742	25,1	7,73438	7,63184	4,24316	4,23340
0,25020	25,1	7,73926	7,63184	4,24316	4,23828
0,25298	25,1	7,73926	7,64160	4,25293	4,24316
0,25576	25,1	7,72949	7,63672	4,24805	4,24805
0,25854	25,1	7,73438	7,62695	4,24805	4,25781
0,26132	25,1	7,72461	7,63184	4,24316	4,25781
0,26410	25,1	7,72461	7,63184	4,24316	4,26270
0,26688	25,1	7,72461	7,62207	4,24316	4,25781
0,26966	25,1	7,72461	7,63184	4,23828	4,25781
0,27244	25,1	7,73438	7,63184	4,22852	4,24805
0,27522	25,1	7,73438	7,63672	4,23340	4,25293
0,27800	25,1	7,72949	7,62695	4,22852	4,24316
0,28078	25,1	7,72461	7,62695	4,21875	4,23828
0,28356	25,1	7,72461	7,62695	4,20898	4,23340
0,28634	25,1	7,72461	7,62207	4,20410	4,23340
0,28912	25,1	7,71484	7,61719	4,19434	4,21875
0,29190	25,1	7,71484	7,61719	4,18945	4,22363
0,29468	25,1	7,72461	7,61719	4,18945	4,20898
0,29746	25,0	7,72461	7,62695	4,18945	4,20898
0,30024	25,1	7,72461	7,61719	4,18945	4,19434
0,30302	25,1	7,72461	7,61719	4,17969	4,19434
0,30580	25,1	7,72461	7,61719	4,17969	4,18945
0,30858	25,1	7,71973	7,61719	4,17480	4,18945
0,31136	25,1	7,71484	7,61230	4,16992	4,17480
0,31414	25,0	7,71973	7,61230	4,16504	4,16504
0,31692	25,1	7,71973	7,61230	4,16016	4,16504
0,31970	25,1	7,71973	7,60742	4,15039	4,16016
0,32248	25,0	7,72949	7,61719	4,15039	4,16504
0,32526	25,0	7,71484	7,61230	4,14551	4,16016
0,32804	25,0	7,71484	7,60742	4,14063	4,15039
0,33082	25,0	7,71484	7,60742	4,12598	4,13574
2,00001	26,6	7,69531	7,56348	7,29492	7,21680
2,00278	26,6	7,66113	7,53906	7,28516	7,19238
2,00556	26,6	7,62695	7,50000	7,25098	7,13867
2,00834	26,5	7,56348	7,45117	7,17285	7,07031
2,01112	26,5	7,50000	7,39258	7,11426	6,99219
2,01390	26,4	7,46094	7,35352	7,06055	6,93848
2,01668	26,4	7,42188	7,32422	7,02148	6,89453
2,01946	26,3	7,36328	7,28516	6,94336	6,82617
2,02224	26,3	7,29980	7,22656	6,89453	6,75781
2,02502	26,2	7,24609	7,18750	6,83105	6,69434
2,02780	26,2	7,18750	7,11914	6,75781	6,61621
2,03058	26,1	7,11914	7,06055	6,69922	6,56738
2,03336	26,1	7,06543	7,01172	6,65039	6,49902
2,03614	26,1	7,01172	6,96289	6,57715	6,42090
2,03892	26,0	6,95313	6,92383	6,52344	6,34766
2,04170	26,0	6,91895	6,89453	6,47461	6,29395
2,04448	26,0	6,88477	6,86035	6,41602	6,22070
2,04726	25,9	6,84570	6,83105	6,36719	6,15234
2,05004	25,9	6,82129	6,81152	6,32324	6,10840
2,05282	25,9	6,79199	6,79199	6,26953	6,04492
2,05560	25,9	6,78711	6,77734	6,24023	5,99609
2,05838	25,9	6,77734	6,77734	6,21582	5,95703
2,06116	25,8	6,76758	6,75781	6,18652	5,90332
2,06394	25,8	6,75293	6,76758	6,16211	5,86426
2,06672	25,8	6,74805	6,75293	6,12793	5,82031
2,06950	25,7	6,73828	6,74805	6,09375	5,78125
2,07228	25,7	6,72363	6,75781	6,08398	5,74219
2,07506	25,7	6,71875	6,74805	6,05469	5,71289
2,07784	25,7	6,71387	6,74805	6,02539	5,67383
2,08062	25,6	6,71387	6,75781	6,01074	5,64941
2,08340	25,6	6,70410	6,73828	5,97168	5,61035
2,08618	25,6	6,70898	6,74316	5,95703	5,58594
2,08896	25,6	6,70898	6,74805	5,93750	5,55664
2,09174	25,6	6,70410	6,73828	5,90820	5,51758
2,09452	25,6	6,70898	6,74805	5,87891	5,48828
2,09730	25,6	6,70898	6,74316	5,84961	5,46387
2,10008	25,5	6,68945	6,73340	5,81543	5,41992
2,10286	25,5	6,69922	6,74805	5,80078	5,39063
2,10564	25,5	6,69922	6,73340	5,78125	5,36133
2,10842	25,5	6,69434	6,72363	5,74219	5,32227
2,11120	25,5	6,68945	6,71875	5,72266	5,29297
2,11398	25,5	6,69434	6,72363	5,69336	5,25879
2,11676	25,5	6,69922	6,72363	5,66406	5,22949
2,11954	25,5	6,69922	6,71875	5,64453	5,18555
2,12232	25,4	6,70898	6,73340	5,63477	5,15625
2,12510	25,4	6,70410	6,73340	5,60059	5,13184
2,12788	25,4	6,70898	6,72852	5,58594	5,10254
2,13066	25,4	6,70898	6,73828	5,55664	5,06836
2,13344	25,4	6,71875	6,73828	5,53711	5,04395
2,13622	25,4	6,72852	6,74805	5,51758	5,02441
2,13900	25,4	6,71875	6,73828	5,49316	4,99023
2,14178	25,4	6,73340	6,76270	5,46875	4,97070
2,14456	25,4	6,74805	6,75781	5,45410	4,94629
2,14734	25,4	6,75781	6,76758	5,43945	4,93164
2,15012	25,4	6,75781	6,77734	5,41992	4,89258
2,15290	25,4	6,76758	6,77734	5,40039	4,87793
2,15568	25,4	6,78223	6,78711	5,38574	4,86816
2,15846	25,4	6,78711	6,79688	5,38086	4,83887
2,16124	25,3	6,78711	6,80664	5,35156	4,82422
2,16402	25,4	6,80664	6,80664	5,35156	4,81445
2,16680	25,4	6,80664	6,80664	5,33691	4,79492
2,16958	25,3	6,81641	6,81641	5,33203	4,77051
2,17236	25,4	6,83105	6,82617	5,32715	4,76074
2,17514	25,4	6,83105	6,83105	5,30762	4,74609
2,17792	25,3	6,83594	6,83594	5,29297	4,72656
2,18070	25,3	6,85547	6,84570	5,29785	4,71680
2,18348	25,3	6,85547	6,85547	5,28809	4,70215
2,18626	25,3	6,86523	6,85059	5,27344	4,68750
2,18904	25,3	6,87500	6,86035	5,28320	4,67773
2,19182	25,3	6,87500	6,86523	5,26367	4,65820
2,19460	25,4	6,87988	6,87012	5,26367	4,64355
2,19738	25,3	6,88477	6,87988	5,24414	4,62891
2,20016	25,3	6,89453	6,88965	5,22949	4,62402
2,20294	25,3	6,89453	6,87988	5,21484	4,60938
2,20572	25,3	6,90430	6,89453	5,22461	4,59961
2,20850	25,3	6,91406	6,89453	5,21484	4,59961
2,21128	25,3	6,91406	6,89941	5,21484	4,58496
2,21406	25,3	6,92383	6,89941	5,20508	4,58984
2,21684	25,3	6,92871	6,90430	5,20996	4,60938
2,21962	25,3	6,93359	6,91895	5,19531	4,65820
2,22240	25,3	6,93848	6,91895	5,19043	4,71680
2,22518	25,2	6,94336	6,92871	5,17578	4,62891
2,22796	25,3	6,94824	6,93359	5,16602	4,68750
2,23074	25,2	6,95313	6,93359	5,14648	4,76563
2,23352	25,3	6,95801	6,93359	5,15137	4,82422
2,23630	25,3	6,97754	6,94824	5,14648	4,87305
2,23908	25,3	6,97266	6,93848	5,12207	4,93164
2,24186	25,2	6,97266	6,93848	5,12695	4,93652
2,24464	25,2	6,98242	6,94336	5,11719	4,96094
2,24742	25,2	6,97754	6,94824	5,09766	4,99512
2,25020	25,2	6,97266	6,94336	5,08789	5,05859
2,25298	25,2	6,99219	6,96289	5,09766	5,11719
2,25576	25,2	6,99219	6,95313	5,07813	5,18066
2,25854	25,2	7,00195	6,95313	5,07813	5,24414
2,26132	25,2	7,00195	6,95313	5,06836	5,29785
2,26410	25,2	7,01172	6,95801	5,05859	5,34180
2,26688	25,2	7,01660	6,96289	5,05371	5,37109
2,26966	25,2	7,01172	6,96289	5,04883	5,40039
2,27244	25,2	7,00684	6,96289	5,03418	5,40039
2,27522	25,2	7,01660	6,97266	5,03906	5,40039
2,27800	25,2	7,02148	6,96289	5,01953	5,40527
2,28078	25,2	7,02148	6,96777	5,01465	5,39551
2,28356	25,2	7,01660	6,97266	5,00977	5,38086
2,28634	25,2	7,02637	6,97754	5,01465	5,36133
2,28912	25,2	7,03125	6,97266	5,00977	5,35156
2,29190	25,2	7,03125	6,97266	4,99512	5,33203
2,29468	25,2	7,03125	6,97266	5,00488	5,31738
2,29746	25,2	7,04102	6,98730	4,99512	5,30762
2,30024	25,2	7,03613	6,97754	5,00000	5,30273
2,30302	25,2	7,03613	6,98242	5,00000	5,30273
2,30580	25,2	7,04102	6,98730	5,00000	5,30273
2,30858	25,2	7,05078	6,98730	4,99023	5,30762
2,31136	25,2	7,03613	6,97754	4,98047	5,30273
2,31414	25,2	7,05078	6,98242	4,99023	5,31250
2,31692	25,2	7,04590	6,98730	4,98047	5,32227
2,31970	25,2	7,05078	6,98242	4,97559	5,33691
2,32248	25,2	7,04590	6,98242	4,96094	5,33203
2,32526	25,2	7,05078	6,98242	4,98047	5,35156
2,32804	25,2	7,05078	6,98242	4,97559	5,36133
2,33082	25,2	7,06055	6,98242	4,97070	5,35645
4,00001	26,7	7,58789	7,45117	7,28516	7,18750
4,00279	26,6	7,56836	7,44141	7,27539	7,16797
4,00556	26,6	7,53906	7,41699	7,23145	7,10938
4,00834	26,6	7,47559	7,35840	7,18262	7,04102
4,01112	26,6	7,43164	7,31445	7,12402	6,97754
4,01390	26,5	7,40234	7,28516	7,05078	6,90430
4,01668	26,5	7,37793	7,27539	6,98242	6,81641
4,01946	26,4	7,35352	7,25586	6,92383	6,74805
4,02224	26,4	7,34375	7,25098	6,87012	6,69434
4,02502	26,3	7,32422	7,23633	6,82617	6,63574
4,02780	26,3	7,31445	7,23145	6,76270	6,57715
4,03058	26,2	7,29492	7,22168	6,68945	6,50879
4,03336	26,2	7,28516	7,20703	6,63086	6,44531
4,03614	26,2	7,26563	7,19727	6,57227	6,40137
4,03892	26,1	7,26563	7,18750	6,53320	6,34766
4,04170	26,1	7,26074	7,17285	6,48926	6,30371
4,04448	26,1	7,25098	7,16797	6,45020	6,25977
4,04726	26,0	7,25098	7,17285	6,43555	6,22070
4,05004	26,0	7,23633	7,16309	6,39648	6,19141
4,05282	26,0	7,22656	7,14844	6,34766	6,14746
4,05560	25,9	7,22656	7,15332	6,30859	6,10352
4,05838	25,9	7,22656	7,15820	6,27930	6,07422
4,06116	25,9	7,22656	7,14844	6,25000	6,04492
4,06394	25,9	7,22656	7,15820	6,22070	6,01563
4,06672	25,8	7,23633	7,16309	6,19141	5,99121
4,06950	25,8	7,24609	7,17285	6,16699	5,95215
4,07228	25,8	7,25098	7,16797	6,14746	5,92773
4,07506	25,8	7,25098	7,16797	6,11816	5,88867
4,07784	25,8	7,25098	7,16797	6,08887	5,84961
4,08062	25,8	7,25586	7,16797	6,05957	5,81543
4,08340	25,7	7,26074	7,17773	6,04492	5,79590
4,08618	25,7	7,27539	7,19727	6,01074	5,76172
4,08896	25,7	7,26563	7,19238	5,97168	5,72754
4,09174	25,7	7,27539	7,20215	5,95703	5,70313
4,09452	25,6	7,28516	7,20703	5,92773	5,66406
4,09730	25,7	7,29004	7,20703	5,90820	5,63965
4,10008	25,6	7,29492	7,20703	5,85938	5,58105
4,10286	25,6	7,29492	7,21191	5,83496	5,55664
4,10564	25,6	7,30469	7,22168	5,82031	5,53711
4,10842	25,6	7,30469	7,22656	5,80078	5,49805
4,11120	25,6	7,31445	7,22656	5,77637	5,46875
4,11398	25,6	7,31445	7,22656	5,75195	5,43945
4,11676	25,6	7,32422	7,24121	5,73730	5,41016
4,11954	25,6	7,32422	7,23633	5,71289	5,38574
4,12232	25,6	7,32422	7,24609	5,68848	5,35645
4,12510	25,5	7,33398	7,22656	5,65918	5,33203
4,12788	25,5	7,34375	7,24121	5,63965	5,31250
4,13066	25,5	7,35352	7,25586	5,62500	5,28320
4,13344	25,5	7,35352	7,25586	5,61523	5,27832
4,13622	25,5	7,34863	7,24609	5,59570	5,25879
4,13900	25,5	7,35352	7,24609	5,58105	5,21973
4,14178	25,5	7,36328	7,25586	5,57617	5,20508
4,14456	25,5	7,36328	7,25586	5,56641	5,19043
4,14734	25,5	7,37305	7,26563	5,55664	5,18066
4,15012	25,5	7,37793	7,27539	5,55664	5,17090
4,15290	25,5	7,36328	7,26563	5,54199	5,15625
4,15568	25,4	7,36816	7,27539	5,51758	5,12207
4,15846	25,4	7,38281	7,27539	5,52734	5,13184
4,16124	25,4	7,38281	7,27539	5,51758	5,12207
4,16402	25,4	7,37305	7,27539	5,51758	5,11719
4,16680	25,4	7,37793	7,28027	5,50781	5,10742
4,16957	25,4	7,38281	7,28516	5,50781	5,09277
4,17235	25,4	7,38770	7,29492	5,51758	5,09766
4,17513	25,4	7,38281	7,29492	5,51270	5,08301
4,17791	25,4	7,39258	7,29980	5,52734	5,08301
4,18069	25,4	7,39258	7,30469	5,51270	5,06836
4,18347	25,4	7,38770	7,29492	5,49805	5,05859
4,18625	25,4	7,39258	7,29492	5,49805	5,05859
4,18903	25,4	7,40723	7,30469	5,49805	5,05371
4,19181	25,4	7,40234	7,31445	5,50293	5,04395
4,19459	25,4	7,40723	7,31445	5,50293	5,03906
4,19737	25,4	7,41211	7,31445	5,51270	5,04395
4,20015	25,3	7,42188	7,32422	5,51758	5,04395
4,20293	25,3	7,42188	7,31934	5,51758	5,03906
4,20571	25,3	7,41699	7,32422	5,51758	5,03906
4,20849	25,3	7,42188	7,32910	5,52734	5,04883
4,21127	25,4	7,43164	7,32422	5,52734	5,03906
4,21405	25,3	7,42188	7,32422	5,52734	5,04883
4,21683	25,3	7,43164	7,32422	5,53711	5,03906
4,21961	25,3	7,43164	7,32910	5,54199	5,03418
4,22239	25,3	7,43164	7,33398	5,53711	5,04395
4,22517	25,3	7,42676	7,33398	5,54199	5,04883
4,22795	25,3	7,43164	7,33887	5,54688	5,04883
4,23073	25,3	7,43164	7,34375	5,55176	5,03906
4,23351	25,3	7,43164	7,34375	5,56152	5,04883
4,23629	25,3	7,43652	7,34375	5,56152	5,04395
4,23907	25,3	7,42188	7,34375	5,56641	5,04883
4,24185	25,4	7,44141	7,35352	5,57617	5,04883
4,24463	25,3	7,45117	7,35352	5,58105	5,04883
4,24741	25,4	7,44629	7,35840	5,58594	5,05371
4,25019	25,3	7,44629	7,35352	5,58594	5,05859
4,25297	25,3	7,45117	7,35352	5,59570	5,05859
4,25575	25,3	7,45117	7,36328	5,59570	5,06836
4,25853	25,3	7,46094	7,36328	5,60547	5,06348
4,26131	25,3	7,46582	7,36328	5,60547	5,06348
4,26409	25,3	7,46094	7,35840	5,61523	5,05859
4,26687	25,3	7,46094	7,36328	5,61523	5,06348
4,26965	25,3	7,46582	7,36328	5,61523	5,05859
4,27243	25,3	7,46094	7,35840	5,62500	5,06836
4,27521	25,3	7,45117	7,35840	5,61523	5,06836
4,27799	25,3	7,45605	7,35352	5,62012	5,07324
4,28077	25,3	7,46094	7,36328	5,62012	5,06836
4,28355	25,3	7,47070	7,37305	5,62500	5,07324
4,28633	25,3	7,45117	7,36328	5,62500	5,07324
4,28911	25,3	7,45117	7,36328	5,62500	5,07324
4,29189	25,3	7,45117	7,35840	5,62988	5,06348
4,29467	25,3	7,45117	7,36328	5,62988	5,06836
4,29745	25,3	7,46094	7,35840	5,63477	5,05859
4,30023	25,3	7,46094	7,36328	5,62012	5,04883
4,30301	25,3	7,46094	7,36328	5,64453	5,07813
4,30579	25,3	7,47070	7,37305	5,62988	5,08301
4,30857	25,3	7,47070	7,36816	5,62988	5,07813
4,31135	25,3	7,46094	7,36328	5,62988	5,07813
4,31413	25,3	7,47070	7,36816	5,63477	5,08789
4,31691	25,3	7,46094	7,36328	5,64453	5,07813
4,31969	25,3	7,46582	7,36328	5,64941	5,08789
4,32247	25,2	7,47070	7,37305	5,64453	5,08789
4,32525	25,2	7,46582	7,36328	5,63965	5,08301
4,32803	25,3	7,46094	7,36328	5,64453	5,09277
4,33081	25,3	7,48047	7,38281	5,65430	5,09766
6,00001	26,6	7,76367	7,61230	7,27539	7,18750
6,00279	26,6	7,75879	7,59277	7,27539	7,17773
6,00557	26,6	7,74902	7,58789	7,23633	7,12891
6,00835	26,6	7,70020	7,53906	7,17773	7,06055
6,01113	26,6	7,66602	7,50977	7,15820	7,02637
6,01391	26,5	7,65137	7,49023	7,10938	6,97266
6,01669	26,5	7,63184	7,48047	7,05566	6,90430
6,01947	26,5	7,60742	7,46094	6,99707	6,85547
6,02225	26,4	7,59766	7,45605	6,93848	6,81152
6,02503	26,4	7,58789	7,44141	6,93359	6,78711
6,02781	26,3	7,58301	7,44141	6,90430	6,75293
6,03059	26,3	7,57324	7,42188	6,86523	6,70410
6,03337	26,2	7,56348	7,41699	6,81641	6,67969
6,03615	26,2	7,55859	7,41211	6,77734	6,63574
6,03893	26,2	7,55859	7,40234	6,76270	6,62109
6,04171	26,1	7,54883	7,37793	6,72852	6,58203
6,04449	26,1	7,53906	7,38281	6,69434	6,55273
6,04727	26,1	7,54883	7,38770	6,67969	6,54297
6,05005	26,0	7,54395	7,37793	6,66504	6,52832
6,05283	26,0	7,53906	7,38281	6,65039	6,50391
6,05561	26,0	7,53906	7,39258	6,62598	6,49414
6,05839	26,0	7,54883	7,39746	6,61621	6,47461
6,06117	25,9	7,54883	7,39258	6,59668	6,45020
6,06395	25,9	7,55859	7,39746	6,57227	6,43555
6,06673	25,9	7,57813	7,40723	6,55762	6,41602
6,06951	25,9	7,56836	7,41699	6,54297	6,40625
6,07229	25,8	7,57324	7,41211	6,52344	6,38672
6,07507	25,8	7,57813	7,42188	6,50879	6,37207
6,07785	25,8	7,58789	7,43164	6,50391	6,35742
6,08063	25,8	7,60254	7,44141	6,48926	6,34766
6,08341	25,8	7,59766	7,44141	6,47949	6,33301
6,08619	25,8	7,60742	7,45117	6,46484	6,31836
6,08897	25,8	7,61719	7,46582	6,45508	6,30859
6,09175	25,8	7,61719	7,46094	6,44531	6,29395
6,09453	25,7	7,61230	7,46094	6,42578	6,27930
6,09731	25,7	7,62695	7,47070	6,41602	6,25977
6,10009	25,7	7,62695	7,47559	6,41602	6,26465
6,10287	25,7	7,63672	7,48535	6,40625	6,26953
6,10565	25,7	7,63672	7,49023	6,41113	6,26465
6,10843	25,6	7,63672	7,49512	6,39648	6,24512
6,11121	25,6	7,63672	7,50000	6,39648	6,25000
6,11399	25,6	7,63672	7,50000	6,38672	6,24512
6,11677	25,6	7,64648	7,50000	6,40137	6,24023
6,11955	25,6	7,64648	7,50977	6,40137	6,23047
6,12233	25,6	7,65625	7,51953	6,39648	6,24023
6,12511	25,6	7,65625	7,52441	6,40137	6,22559
6,12789	25,5	7,65625	7,51953	6,39648	6,24023
6,13067	25,5	7,65137	7,51953	6,39648	6,24023
6,13345	25,5	7,66113	7,52930	6,40137	6,23535
6,13623	25,5	7,66602	7,52930	6,41602	6,24023
6,13901	25,5	7,67090	7,52930	6,41113	6,24023
6,14179	25,5	7,66602	7,52441	6,42090	6,24512
6,14457	25,5	7,67578	7,53418	6,41602	6,25000
6,14735	25,5	7,67578	7,53418	6,42578	6,25488
6,15013	25,5	7,67578	7,52930	6,42578	6,25977
6,15291	25,4	7,67578	7,52930	6,41602	6,25977
6,15569	25,4	7,67578	7,52930	6,42578	6,25488
6,15847	25,4	7,68555	7,53906	6,42578	6,26953
6,16125	25,4	7,70020	7,53906	6,45508	6,27930
6,16403	25,4	7,69531	7,54883	6,44531	6,27441
6,16681	25,4	7,69043	7,54395	6,44043	6,26953
6,16959	25,4	7,70508	7,54883	6,44043	6,27930
6,17237	25,4	7,70020	7,55371	6,45996	6,27930
6,17515	25,4	7,70020	7,54883	6,45996	6,29883
6,17793	25,4	7,70508	7,55859	6,47461	6,29883
6,18071	25,4	7,70020	7,55371	6,47461	6,29883
6,18349	25,4	7,71973	7,56836	6,48438	6,32324
6,18627	25,4	7,71484	7,56348	6,48926	6,32813
6,18904	25,4	7,70996	7,55859	6,48926	6,31348
6,19182	25,4	7,71484	7,56836	6,51855	6,33789
6,19460	25,4	7,70996	7,56836	6,51367	6,33789
6,19738	25,4	7,70996	7,56348	6,51367	6,34766
6,20015	25,4	7,71484	7,58301	6,54297	6,36719
6,20293	25,4	7,71484	7,57324	6,53320	6,36230
6,20571	25,4	7,70996	7,57813	6,52344	6,34766
6,20849	25,4	7,71484	7,57813	6,54297	6,34766
6,21127	25,4	7,71973	7,57813	6,55273	6,36719
6,21405	25,4	7,72461	7,58301	6,57227	6,37695
6,21683	25,4	7,72461	7,57813	6,57227	6,38672
6,21962	25,4	7,72461	7,57813	6,57227	6,39160
6,22239	25,4	7,72461	7,57813	6,58203	6,39648
6,22518	25,4	7,72461	7,58301	6,59180	6,40625
6,22795	25,4	7,72461	7,57813	6,59668	6,40625
6,23073	25,4	7,73438	7,58789	6,60645	6,42090
6,23351	25,4	7,72461	7,58789	6,61133	6,41602
6,23629	25,4	7,72461	7,57813	6,61621	6,43066
6,23907	25,4	7,73438	7,58789	6,62109	6,43555
6,24185	25,3	7,74414	7,58789	6,64063	6,45508
6,24463	25,4	7,73438	7,58789	6,64063	6,45996
6,24741	25,4	7,73438	7,59277	6,64551	6,46973
6,25019	25,4	7,73926	7,59766	6,65039	6,46484
6,25297	25,4	7,73438	7,59766	6,66016	6,47461
6,25575	25,4	7,72949	7,58789	6,66016	6,46973
6,25853	25,4	7,72949	7,59766	6,66016	6,45508
6,26131	25,4	7,73926	7,59766	6,67480	6,47949
6,26409	25,4	7,73438	7,59766	6,69922	6,49902
6,26687	25,4	7,73438	7,60254	6,69922	6,50879
6,26965	25,4	7,73438	7,59766	6,69922	6,49902
6,27243	25,4	7,73926	7,59766	6,70410	6,49902
6,27521	25,4	7,73438	7,59277	6,71387	6,50391
6,27799	25,3	7,73438	7,59766	6,71875	6,51367
6,28077	25,4	7,73438	7,60254	6,70898	6,51367
6,28355	25,3	7,73926	7,59766	6,72363	6,51367
6,28633	25,3	7,74414	7,60742	6,72363	6,52832
6,28911	25,3	7,73438	7,60254	6,74805	6,53809
6,29189	25,4	7,73926	7,59766	6,74805	6,54297
6,29467	25,3	7,75391	7,61719	6,76270	6,53809
6,29745	25,3	7,74414	7,60254	6,76270	6,54297
6,30023	25,3	7,73438	7,60254	6,75781	6,55273
6,30301	25,3	7,74414	7,61230	6,76758	6,55273
6,30579	25,3	7,74902	7,60254	6,78223	6,55273
6,30857	25,3	7,75391	7,61230	6,78711	6,55273
6,31135	25,3	7,74414	7,60742	6,78223	6,56250
6,31413	25,3	7,74414	7,60254	6,79199	6,56738
6,31691	25,3	7,73438	7,59766	6,78711	6,56250
6,31968	25,3	7,74414	7,61719	6,79199	6,58203
6,32246	25,3	7,73438	7,60742	6,78223	6,57227
6,32524	25,3	7,73438	7,61230	6,78711	6,57715
6,32802	25,3	7,73438	7,60742	6,80664	6,59180
6,33080	25,3	7,73926	7,61230	6,82129	6,60645
