14.06.2016	13:30:00
h	°C	1	2	3	4
0,30580	25,0	3,30078	3,28613	3,86719	3,63281
0,30858	25,0	3,29102	3,29102	3,86719	3,62305
0,31136	25,0	3,28125	3,27637	3,85742	3,60352
0,31414	25,0	3,27148	3,26172	3,85742	3,59375
0,31692	25,0	3,26660	3,25684	3,84766	3,58398
0,31970	25,0	3,25684	3,25684	3,84277	3,57422
0,32248	25,0	3,25195	3,25684	3,83789	3,56445
0,32526	25,0	3,24707	3,24219	3,83789	3,54492
0,32804	25,0	3,23242	3,22754	3,82813	3,53516
0,33082	25,0	3,22754	3,21777	3,81836	3,52539
2,00001	27,9	7,39258	7,38281	7,65625	7,51953
2,00278	27,9	7,35352	7,33398	7,60254	7,46094
2,00556	27,9	7,20703	7,20215	7,49023	7,32422
2,00834	27,8	7,06543	7,05566	7,38281	7,19238
2,01112	27,7	6,85547	6,87500	7,20703	7,01172
2,01390	27,6	6,57227	6,61133	6,98242	6,78711
2,01668	27,5	6,26465	6,34277	6,74805	6,54297
2,01946	27,4	5,95215	6,04980	6,47461	6,28418
2,02224	27,4	5,64941	5,78613	6,23047	6,03027
2,02502	27,3	5,38086	5,53223	6,00586	5,80078
2,02780	27,2	5,10254	5,28809	5,76172	5,58105
2,03058	27,1	4,85352	5,05371	5,54688	5,35156
2,03336	27,1	4,61914	4,83398	5,34180	5,13672
2,03614	27,0	4,39453	4,61914	5,15625	4,95117
2,03892	26,9	4,18457	4,39941	4,98535	4,77539
2,04170	26,9	3,97461	4,18945	4,82910	4,59473
2,04448	26,8	3,78418	4,01367	4,68262	4,42871
2,04726	26,7	3,61328	3,84766	4,56543	4,26758
2,05004	26,7	3,48633	3,72070	4,46289	4,12598
2,05282	26,6	3,44727	3,70117	4,35547	3,99902
2,05560	26,6	3,63281	3,82813	4,28711	3,88672
2,05838	26,5	3,62305	3,79883	4,28711	3,82324
2,06116	26,5	3,92090	4,11133	4,43848	3,98438
2,06394	26,4	3,93066	4,10645	4,26758	3,85254
2,06672	26,4	3,87695	4,04297	4,49219	4,08203
2,06950	26,3	3,77930	3,94531	4,55078	4,23828
2,07228	26,3	3,87695	4,03320	4,56543	4,20898
2,07506	26,3	3,94531	4,13086	4,48242	4,18945
2,07784	26,2	3,90137	4,11133	4,52148	4,07227
2,08062	26,2	3,81836	3,99902	4,62891	4,11621
2,08340	26,1	3,89160	4,00391	4,66309	4,18945
2,08618	26,1	3,99414	4,16504	4,62402	4,20410
2,08896	26,1	3,98438	4,20898	4,56055	4,17480
2,09174	26,0	3,88184	4,15039	4,63867	4,11621
2,09452	26,0	3,89648	4,06250	4,76074	4,19434
2,09730	26,0	3,97461	4,12598	4,80957	4,25781
2,10008	26,0	3,99414	4,21875	4,75586	4,27734
2,10286	25,9	3,92090	4,19922	4,73633	4,17969
2,10564	25,9	3,89648	4,07227	4,83887	4,14063
2,10842	25,9	3,96484	4,14551	4,91211	4,23828
2,11120	25,9	3,98926	4,25781	4,91211	4,28711
2,11398	25,8	3,95996	4,30664	4,88281	4,26758
2,11676	25,8	3,88672	4,21387	4,93652	4,16992
2,11954	25,8	3,95996	4,15527	5,01953	4,20898
2,12232	25,8	4,00391	4,26758	5,08789	4,29688
2,12510	25,8	4,05273	4,33594	5,11230	4,32617
2,12788	25,7	3,91602	4,33594	5,12207	4,25293
2,13066	25,7	3,96973	4,26758	5,17578	4,20410
2,13344	25,7	4,00391	4,30664	5,23438	4,30664
2,13622	25,7	4,06250	4,36035	5,28809	4,37012
2,13900	25,7	3,99414	4,41406	5,31738	4,35547
2,14178	25,7	3,97461	4,42383	5,30273	4,24805
2,14456	25,7	4,03320	4,41406	5,26855	4,26758
2,14734	25,6	4,08691	4,44824	5,22461	4,39453
2,15012	25,6	4,09180	4,50684	5,18555	4,45801
2,15290	25,6	4,04785	4,54102	5,14648	4,42383
2,15568	25,6	4,08203	4,56055	5,13184	4,33105
2,15846	25,6	4,13086	4,57031	5,14160	4,39453
2,16124	25,6	4,14551	4,57520	5,16602	4,45801
2,16402	25,6	4,11133	4,57031	5,19531	4,51660
2,16680	25,5	4,13086	4,54102	5,20996	4,47754
2,16958	25,5	4,16992	4,50684	5,21484	4,43359
2,17236	25,5	4,21875	4,48242	5,21484	4,49219
2,17514	25,5	4,19434	4,46777	5,21973	4,57031
2,17792	25,5	4,19922	4,44336	5,22949	4,63867
2,18070	25,5	4,22852	4,43359	5,24414	4,58984
2,18348	25,5	4,26758	4,44336	5,25391	4,58008
2,18626	25,5	4,27734	4,45313	5,26367	4,61914
2,18904	25,5	4,28711	4,47266	5,26855	4,70215
2,19182	25,5	4,28711	4,48730	5,27344	4,73633
2,19460	25,4	4,28711	4,49707	5,27344	4,68750
2,19738	25,4	4,26758	4,49707	5,26855	4,71680
2,20016	25,4	4,23340	4,50684	5,25391	4,76074
2,20294	25,4	4,19434	4,52148	5,26367	4,79492
2,20572	25,4	4,16992	4,53125	5,27832	4,79492
2,20850	25,4	4,16016	4,53125	5,28320	4,78516
2,21128	25,4	4,15527	4,53613	5,28809	4,76563
2,21406	25,4	4,15039	4,55078	5,29297	4,75098
2,21684	25,4	4,15039	4,54102	5,29297	4,70703
2,21962	25,4	4,16016	4,54102	5,28320	4,69238
2,22240	25,4	4,16504	4,55078	5,27832	4,68262
2,22518	25,4	4,16504	4,55566	5,28809	4,67773
2,22796	25,4	4,16016	4,56055	5,29297	4,67773
2,23074	25,4	4,16504	4,56543	5,29785	4,69238
2,23352	25,4	4,17969	4,56055	5,31250	4,69238
2,23630	25,4	4,18945	4,56055	5,31738	4,70215
2,23908	25,4	4,19922	4,54590	5,30762	4,71680
2,24186	25,4	4,20898	4,55078	5,31738	4,72168
2,24464	25,4	4,21387	4,56055	5,31250	4,72168
2,24742	25,4	4,20898	4,55566	5,31738	4,73145
2,25020	25,4	4,20898	4,55566	5,33203	4,73633
2,25298	25,4	4,20898	4,56055	5,32715	4,73145
2,25576	25,4	4,20898	4,56055	5,32227	4,73145
2,25854	25,4	4,20410	4,57031	5,31738	4,73633
2,26132	25,4	4,20898	4,56055	5,32227	4,74609
2,26410	25,4	4,20898	4,56055	5,32715	4,74121
2,26688	25,4	4,21387	4,57031	5,32227	4,74121
2,26966	25,4	4,22852	4,56055	5,33203	4,74121
2,27244	25,4	4,21875	4,56055	5,33203	4,75586
2,27522	25,4	4,21875	4,56055	5,32227	4,76074
2,27800	25,3	4,20898	4,56543	5,32227	4,76074
2,28078	25,4	4,21387	4,56055	5,32227	4,76563
2,28356	25,3	4,20898	4,55078	5,31738	4,76074
2,28634	25,3	4,22363	4,55078	5,32227	4,76074
2,28912	25,3	4,21875	4,56055	5,31738	4,77051
2,29190	25,3	4,22852	4,56055	5,32715	4,76563
2,29468	25,3	4,24316	4,57031	5,34180	4,76563
2,29746	25,3	4,25781	4,58008	5,34180	4,76563
2,30024	25,3	4,25781	4,58008	5,33203	4,76563
2,30302	25,3	4,26758	4,58008	5,31738	4,76074
2,30580	25,3	4,27246	4,55078	5,28320	4,77051
2,30858	25,3	4,26758	4,58008	5,33203	4,78516
2,31136	25,3	4,26758	4,57031	5,32227	4,78027
2,31414	25,3	4,25781	4,56055	5,32227	4,78027
2,31692	25,3	4,24805	4,57031	5,32227	4,78516
2,31970	25,2	4,24805	4,58984	5,32227	4,79492
2,32248	25,3	4,23828	4,57520	5,33203	4,78516
2,32526	25,3	4,24805	4,56055	5,33203	4,78516
2,32804	25,3	4,26270	4,57520	5,33691	4,78516
2,33082	25,3	4,30664	4,55078	5,33691	4,77539
4,00001	28,0	7,40234	7,37305	7,66113	7,57813
4,00279	28,0	7,38281	7,37793	7,65625	7,50977
4,00557	27,9	7,24609	7,22656	7,53418	7,33398
4,00835	27,8	7,07031	7,08008	7,39258	7,21680
4,01113	27,8	6,93359	6,87500	7,25586	7,02148
4,01391	27,7	6,71387	6,66992	7,07520	6,83594
4,01669	27,6	6,46973	6,46484	6,82617	6,61133
4,01947	27,5	6,22070	6,21094	6,65039	6,35742
4,02225	27,4	5,94727	5,93750	6,41602	6,11816
4,02503	27,4	5,62500	5,69336	6,19141	5,89844
4,02781	27,2	5,33691	5,38086	5,98633	5,66406
4,03059	27,2	5,00000	5,10254	5,71289	5,44922
4,03337	27,1	4,78516	4,82422	5,50293	5,20508
4,03615	27,1	4,54102	4,60938	5,30273	5,00977
4,03893	27,0	4,31641	4,42383	5,15625	4,82422
4,04171	26,9	4,14063	4,19922	5,04883	4,67773
4,04449	26,9	4,04297	4,04297	4,87305	4,56055
4,04727	26,8	4,07227	3,96484	4,75586	4,39453
4,05005	26,7	4,10156	3,85254	4,60938	4,29199
4,05283	26,6	4,17480	3,95508	4,55078	4,28711
4,05561	26,6	4,13574	4,05273	4,48242	4,14551
4,05839	26,6	4,07227	3,96973	4,52148	4,26270
4,06117	26,5	4,10156	3,81836	4,34570	4,28711
4,06395	26,4	4,13086	3,91602	4,27246	4,26758
4,06673	26,4	4,14551	3,98438	4,36523	4,10156
4,06951	26,4	4,07715	3,95508	4,38477	4,17969
4,07229	26,3	4,11133	3,76953	4,22852	4,25293
4,07507	26,3	4,13086	3,83301	4,24805	4,21875
4,07785	26,2	4,10156	3,95508	4,30664	4,10156
4,08063	26,2	4,06250	3,90137	4,30664	4,11133
4,08341	26,2	4,07227	3,72070	4,19922	4,22363
4,08619	26,1	4,08203	3,76953	4,15527	4,19922
4,08897	26,1	4,08691	3,87695	4,25781	4,10156
4,09175	26,0	4,05273	3,81836	4,27734	4,07227
4,09453	26,0	4,05273	3,68164	4,16016	4,14063
4,09731	26,0	4,05762	3,74023	4,09180	4,15039
4,10009	26,0	4,04785	3,82813	4,23340	4,09180
4,10287	25,9	4,01855	3,78418	4,25781	4,00391
4,10565	25,9	4,01367	3,63770	4,13086	4,05273
4,10843	25,9	4,02344	3,73047	4,04297	4,10156
4,11121	25,9	4,04297	3,79883	4,21875	4,06250
4,11399	25,9	4,02344	3,76953	4,21387	3,99902
4,11677	25,8	4,01855	3,64258	4,12109	4,05762
4,11955	25,8	4,03320	3,71094	4,06250	4,08203
4,12233	25,8	4,02344	3,75977	4,17969	4,09180
4,12511	25,8	4,04297	3,70117	4,18945	3,98438
4,12789	25,7	4,04297	3,65234	4,10156	3,99414
4,13067	25,7	4,04297	3,75977	4,09668	4,06250
4,13345	25,7	4,05273	3,76465	4,28711	4,08203
4,13623	25,7	4,06250	3,72070	4,26758	4,05273
4,13901	25,7	4,06250	3,69141	4,11133	3,99414
4,14179	25,6	4,11133	3,75488	4,10645	4,03320
4,14457	25,6	4,12109	3,79883	4,26758	4,03320
4,14735	25,6	4,14063	3,72070	4,28711	4,05762
4,15013	25,6	4,16992	3,69629	4,23340	4,02344
4,15291	25,6	4,18945	3,75000	4,23340	4,06250
4,15569	25,6	4,19922	3,75000	4,35059	4,11133
4,15847	25,6	4,23828	3,75488	4,38477	4,11133
4,16125	25,5	4,24805	3,77930	4,29688	4,05273
4,16403	25,6	4,25781	3,81348	4,26758	4,07227
4,16681	25,5	4,28711	3,81836	4,38477	4,11133
4,16959	25,5	4,31152	3,83789	4,42383	4,13086
4,17237	25,5	4,28711	3,83789	4,39453	4,09180
4,17515	25,5	4,27734	3,85742	4,36035	4,10156
4,17793	25,5	4,28223	3,88184	4,45313	4,16016
4,18071	25,4	4,28711	3,90625	4,54102	4,16992
4,18349	25,4	4,26758	3,91113	4,51172	4,15527
4,18627	25,4	4,25781	3,95508	4,51172	4,16016
4,18905	25,4	4,26758	3,99414	4,56543	4,19922
4,19183	25,4	4,26270	3,98926	4,63379	4,20898
4,19461	25,4	4,25293	3,97461	4,64844	4,21875
4,19739	25,4	4,26270	3,99414	4,65820	4,24805
4,20017	25,4	4,25781	4,03320	4,67773	4,25781
4,20295	25,4	4,25781	4,04297	4,74609	4,29688
4,20573	25,4	4,24805	4,06250	4,79004	4,29688
4,20851	25,4	4,26270	4,08691	4,80957	4,31641
4,21129	25,4	4,25781	4,11133	4,86328	4,34570
4,21407	25,4	4,25781	4,13574	4,93652	4,38477
4,21685	25,4	4,25781	4,15527	4,97559	4,39453
4,21963	25,4	4,27734	4,18457	5,00488	4,42871
4,22241	25,4	4,27734	4,22852	5,02441	4,44824
4,22519	25,3	4,26758	4,24805	5,03906	4,47266
4,22797	25,3	4,26758	4,27734	5,04395	4,51172
4,23075	25,3	4,27734	4,31641	5,04883	4,53125
4,23353	25,3	4,30176	4,32129	5,02930	4,56055
4,23631	25,3	4,30664	4,32617	4,98047	4,57031
4,23909	25,3	4,31152	4,31152	4,94141	4,59473
4,24187	25,3	4,30664	4,31152	4,91211	4,61914
4,24465	25,3	4,31641	4,31641	4,87305	4,64844
4,24743	25,3	4,32617	4,30664	4,86328	4,69727
4,25021	25,3	4,33594	4,30176	4,85352	4,71680
4,25299	25,3	4,34082	4,29688	4,85840	4,73633
4,25577	25,2	4,35547	4,30176	4,86328	4,73633
4,25855	25,2	4,37500	4,28711	4,86328	4,74609
4,26133	25,2	4,37500	4,28711	4,86328	4,77539
4,26411	25,2	4,36523	4,31641	4,88281	4,81445
4,26689	25,2	4,36523	4,31641	4,89258	4,81445
4,26967	25,2	4,36523	4,30664	4,92676	4,81445
4,27245	25,2	4,34082	4,29688	4,90234	4,81445
4,27523	25,2	4,34570	4,30664	4,92188	4,80469
4,27801	25,2	4,34570	4,31152	4,93164	4,79492
4,28079	25,2	4,35547	4,32617	4,92188	4,78516
4,28357	25,2	4,36523	4,33594	4,92188	4,78516
4,28635	25,2	4,37988	4,32617	4,92188	4,76074
4,28913	25,2	4,37988	4,33594	4,93164	4,77539
4,29191	25,2	4,39941	4,37500	4,92188	4,76563
4,29469	25,2	4,39453	4,38477	4,91699	4,78027
4,29747	25,2	4,39453	4,39453	4,92188	4,78516
4,30025	25,2	4,41406	4,40430	4,94629	4,79980
4,30303	25,1	4,42383	4,40430	4,95117	4,80469
4,30581	25,2	4,44336	4,42383	4,95117	4,79004
4,30859	25,1	4,42383	4,43359	4,95117	4,81445
4,31137	25,2	4,42383	4,44824	4,97070	4,82422
4,31415	25,2	4,42383	4,44336	4,96582	4,82910
4,31693	25,1	4,43359	4,46289	4,98047	4,83398
4,31971	25,2	4,43359	4,46289	4,99023	4,85352
4,32249	25,1	4,44336	4,47266	4,98047	4,83887
4,32527	25,2	4,45801	4,45313	4,99023	4,83398
4,32805	25,1	4,45313	4,45801	5,00000	4,83398
4,33083	25,2	4,49219	4,45801	5,00977	4,86328
6,00001	28,0	7,43164	7,34375	7,63184	7,46094
6,00279	27,9	7,41211	7,31934	7,55859	7,44141
6,00557	27,9	7,23633	7,18262	7,48047	7,36328
6,00835	27,9	7,13867	7,10938	7,42676	7,20703
6,01112	27,8	7,08008	6,97754	7,31445	7,08008
6,01390	27,7	6,91406	6,81152	7,22168	7,04102
6,01668	27,6	6,79199	6,74316	7,17773	6,92383
6,01946	27,5	6,67969	6,64551	7,04102	6,81641
6,02224	27,4	6,58691	6,51855	6,93359	6,70898
6,02502	27,3	6,43066	6,39648	6,79688	6,63086
6,02780	27,2	6,30859	6,25000	6,73340	6,53809
6,03058	27,1	6,20605	6,15723	6,66016	6,46484
6,03336	27,1	6,06445	6,08398	6,58691	6,38672
6,03614	27,0	6,03516	6,00586	6,56738	6,31836
6,03892	27,0	5,94727	5,92773	6,52344	6,26465
6,04170	26,9	5,87891	5,86914	6,41602	6,22070
6,04448	26,8	5,81055	5,83008	6,37695	6,16211
6,04726	26,8	5,77148	5,74707	6,33789	6,10840
6,05004	26,7	5,73242	5,68359	6,28906	6,04980
6,05282	26,6	5,68359	5,64453	6,26953	6,02539
6,05560	26,6	5,66895	5,58594	6,24512	6,03027
6,05838	26,5	5,58594	5,54199	6,18164	6,00586
6,06116	26,5	5,53711	5,49316	6,17188	5,98633
6,06394	26,4	5,49805	5,44922	6,15234	5,98633
6,06672	26,4	5,42480	5,41992	6,14258	5,95703
6,06950	26,4	5,42969	5,38574	6,15723	5,91797
6,07228	26,3	5,40039	5,35156	6,12305	5,89844
6,07506	26,3	5,37109	5,35156	6,06445	5,86914
6,07784	26,2	5,34180	5,28809	6,04004	5,82031
6,08062	26,2	5,32227	5,24902	6,00586	5,81055
6,08340	26,2	5,27344	5,21484	5,97656	5,82031
6,08618	26,1	5,23438	5,13672	6,00586	5,80078
6,08896	26,1	5,15137	5,14648	5,97656	5,81543
6,09174	26,0	5,11719	5,10742	5,95703	5,79102
6,09452	26,1	5,10742	5,07813	5,97656	5,75195
6,09730	26,0	5,07813	5,04883	5,97168	5,73242
6,10008	26,0	5,06836	5,04883	5,92285	5,71289
6,10286	26,0	5,02930	4,98535	5,89844	5,64941
6,10564	26,0	5,03418	4,95117	5,87402	5,67383
6,10842	25,9	4,97070	4,90234	5,83984	5,64941
6,11120	25,9	4,93652	4,84863	5,85938	5,64453
6,11398	25,9	4,90723	4,83398	5,86426	5,65430
6,11676	25,8	4,87305	4,82910	5,84473	5,62988
6,11954	25,8	4,90234	4,82910	5,88867	5,60059
6,12232	25,8	4,79980	4,90234	5,83496	5,58594
6,12510	25,8	4,86816	4,68750	5,82520	5,52734
6,12788	25,8	4,91211	4,68262	5,80078	5,57129
6,13066	25,8	4,88770	4,68750	5,77148	5,57617
6,13344	25,7	4,90234	4,63867	5,81055	5,56641
6,13622	25,7	4,90234	4,61426	5,81543	5,57129
6,13900	25,7	4,98535	4,62891	5,81543	5,54688
6,14178	25,7	5,02441	4,67773	5,79102	5,55176
6,14456	25,7	5,06348	4,68262	5,79590	5,54199
6,14734	25,6	5,13672	4,63379	5,78125	5,50781
6,15012	25,6	5,20508	4,63867	5,74707	5,55664
6,15290	25,6	5,23438	4,64844	5,77148	5,55176
6,15568	25,6	5,27344	4,60449	5,78613	5,54688
6,15846	25,6	5,30273	4,67773	5,79102	5,51758
6,16124	25,6	5,36133	4,68750	5,82031	5,54688
6,16402	25,6	5,43945	4,71680	5,79102	5,54688
6,16680	25,6	5,46875	4,71680	5,80078	5,58594
6,16958	25,6	5,51758	4,78516	5,80078	5,55664
6,17236	25,6	5,57617	4,75098	5,79102	5,52246
6,17514	25,6	5,58594	4,77539	5,78125	5,56641
6,17792	25,6	5,58594	4,76074	5,79102	5,59082
6,18070	25,5	5,55176	4,81445	5,80078	5,60059
6,18348	25,5	5,59570	4,85352	5,83984	5,57617
6,18626	25,5	5,59082	4,88281	5,85938	5,58594
6,18904	25,5	5,59082	4,93164	5,81543	5,57617
6,19182	25,5	5,58594	4,98535	5,82031	5,55664
6,19460	25,5	5,62500	4,99023	5,82031	5,57617
6,19738	25,5	5,58105	5,03906	5,78125	5,60059
6,20016	25,5	5,57617	5,08789	5,82031	5,60547
6,20294	25,5	5,55664	5,12695	5,83008	5,60547
6,20572	25,5	5,55176	5,14648	5,82520	5,60547
6,20850	25,5	5,53711	5,25879	5,84961	5,63477
6,21128	25,5	5,52734	5,32715	5,84961	5,66895
6,21406	25,5	5,53223	5,38086	5,87891	5,62500
6,21684	25,5	5,56641	5,44922	5,90820	5,62988
6,21962	25,5	5,58594	5,54688	5,87891	5,63477
6,22240	25,5	5,58594	5,54688	5,85938	5,61523
6,22518	25,5	5,63477	5,58105	5,85938	5,64453
6,22796	25,5	5,60547	5,60059	5,84961	5,64453
6,23074	25,5	5,60547	5,61523	5,88867	5,65430
6,23352	25,5	5,61523	5,63965	5,90820	5,68848
6,23630	25,5	5,61035	5,64453	5,95215	5,65918
6,23908	25,4	5,62500	5,66406	5,91309	5,66406
6,24186	25,5	5,67383	5,63477	5,90820	5,63477
6,24464	25,5	5,64453	5,62012	5,88867	5,67383
6,24742	25,5	5,64941	5,56641	5,92773	5,68359
6,25020	25,5	5,61035	5,58594	5,94727	5,70313
6,25298	25,5	5,65430	5,56641	5,97656	5,69336
6,25576	25,5	5,66406	5,58594	5,96191	5,70313
6,25854	25,5	5,69336	5,51758	5,94727	5,68848
6,26132	25,4	5,67383	5,48340	5,95215	5,72266
6,26410	25,4	5,66406	5,43945	5,98633	5,76172
6,26688	25,4	5,66406	5,44922	6,01563	5,72266
6,26966	25,4	5,69336	5,47363	6,00098	5,73242
6,27244	25,4	5,69824	5,44434	6,00586	5,71289
6,27522	25,4	5,72754	5,45898	6,00586	5,74219
6,27800	25,4	5,69824	5,47852	5,97656	5,76172
6,28078	25,4	5,69336	5,49316	6,03027	5,77637
6,28356	25,4	5,65918	5,57617	6,05469	5,78613
6,28634	25,4	5,68359	5,62500	6,04004	5,78125
6,28912	25,4	5,68848	5,65430	6,04004	5,76660
6,29190	25,4	5,71289	5,66895	6,04492	5,78125
6,29468	25,4	5,70801	5,67383	6,01563	5,80566
6,29746	25,4	5,69336	5,63965	6,06934	5,82520
6,30024	25,4	5,69336	5,68848	6,07422	5,85449
6,30302	25,4	5,70313	5,68359	6,11328	5,83008
6,30580	25,4	5,72266	5,71777	6,09375	5,83008
6,30858	25,4	5,72754	5,71289	6,09375	5,80078
6,31136	25,4	5,75195	5,71289	6,09375	5,83008
6,31414	25,4	5,74707	5,72266	6,04492	5,83984
6,31692	25,4	5,74219	5,69336	6,11328	5,85938
6,31970	25,4	5,73242	5,73242	6,11328	5,87891
6,32248	25,4	5,71289	5,72266	6,12305	5,90820
6,32526	25,4	5,70313	5,72266	6,13281	5,87891
6,32804	25,4	5,74219	5,71289	6,16211	5,88867
6,33082	25,4	5,74219	5,69336	6,16211	5,88867
