18.02.2020	15:10:00
h	°C	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
36,03340	22,6	7,54883	8,01758	7,56836	7,82227	7,94434	6,95313	6,49902	6,85547	6,97266	6,89453	6,63086	6,65039	6,93848	5,90332	6,72852	7,57324	6,69434	6,48926	6,94824	7,39746	7,13379	7,58789	6,80664	7,22168	7,62695	7,50488	7,24121	7,53418	6,87012	7,63184	9,99512	0,07813
36,04173	22,6	7,52930	8,01758	7,55371	7,81250	7,93457	6,89941	6,44531	6,79688	6,86523	6,84082	6,57715	6,58691	6,89453	5,83984	6,69434	7,57813	6,68457	6,47949	6,94336	7,38770	7,16309	7,59766	6,83594	7,22656	7,64648	7,51953	7,25586	7,54395	6,88965	7,64160	9,99512	0,07813
36,05007	22,6	7,50000	8,01270	7,53906	7,81250	7,91992	6,85059	6,39160	6,71875	6,84082	6,78223	6,50391	6,52344	6,82617	5,77148	6,63574	7,56836	6,68457	6,46973	6,92871	7,36328	7,17773	7,60742	6,84570	7,22168	7,65625	7,52930	7,26563	7,51953	6,87500	7,64648	9,99512	0,07813
36,05840	22,6	7,48047	8,00781	7,51465	7,80273	7,91016	6,78223	6,32324	6,66504	6,76758	6,70410	6,42578	6,42578	6,75293	5,68848	6,56250	7,54395	6,66504	6,43555	6,90918	7,32910	7,16309	7,61230	6,83105	7,21680	7,64648	7,52441	7,24609	7,50977	6,86523	7,63184	9,99512	0,08301
36,06674	22,6	7,45117	7,99316	7,50000	7,78320	7,89551	6,71387	6,25488	6,57715	6,64063	6,60156	6,33789	6,33789	6,65527	5,60547	6,46973	7,51953	6,63574	6,42578	6,87500	7,29980	7,14844	7,59766	6,82617	7,20703	7,64160	7,53418	7,22656	7,47559	6,83594	7,61230	9,99512	0,07813
36,07507	22,6	7,42188	7,98828	7,46582	7,76367	7,87598	6,62598	6,16699	6,48926	6,54297	6,50391	6,23047	6,23535	6,56738	5,50293	6,35254	7,49512	6,60156	6,41113	6,84570	7,26563	7,12402	7,58789	6,81152	7,18262	7,62207	7,50488	7,20215	7,45605	6,82129	7,59277	9,99512	0,07813
36,08341	22,6	7,38770	7,95898	7,45117	7,75391	7,85156	6,51367	6,07422	6,41113	6,46973	6,38672	6,13770	6,11816	6,46973	5,40527	6,23535	7,47559	6,58203	6,37695	6,81641	7,23145	7,11426	7,56348	6,80176	7,15332	7,60254	7,49023	7,16797	7,42676	6,80664	7,57324	9,99512	0,07813
36,09174	22,7	7,34863	7,93457	7,42188	7,73926	7,82227	6,40625	5,96680	6,31836	6,37207	6,26953	6,02051	6,01074	6,36719	5,30762	6,11816	7,46094	6,55762	6,35254	6,79199	7,19238	7,10938	7,55371	6,78223	7,13379	7,59277	7,48535	7,15820	7,39746	6,78223	7,54395	9,99512	0,08301
36,10007	22,7	7,30469	7,90039	7,37305	7,70996	7,77832	6,32813	5,86914	6,22559	6,27441	6,16211	5,90332	5,90820	6,26953	5,20996	6,02539	7,43164	6,52832	6,33789	6,73828	7,15820	7,09473	7,53906	6,77246	7,11426	7,59277	7,48535	7,14355	7,37305	6,78223	7,54395	9,99512	0,07813
36,10841	22,6	7,25098	7,86133	7,32422	7,68555	7,73926	6,22070	5,77637	6,13770	6,19141	6,06445	5,78613	5,82520	6,18652	5,10254	5,90820	7,41211	6,50391	6,31348	6,72852	7,11914	7,08496	7,52930	6,75781	7,11426	7,58789	7,48047	7,13379	7,36328	6,75781	7,51953	9,99512	0,07813
36,11674	22,7	7,19727	7,82227	7,28516	7,65625	7,68555	6,11816	5,68848	6,05957	6,11328	5,98145	5,69824	5,73730	6,11328	5,00977	5,80078	7,40234	6,48926	6,29395	6,70410	7,09473	7,07520	7,51953	6,74805	7,09473	7,57813	7,46582	7,12402	7,35840	6,74316	7,51953	9,99512	0,07813
36,12508	22,7	7,13867	7,77832	7,23633	7,61719	7,63184	6,06445	5,62988	5,98633	6,03516	5,90332	5,62012	5,67871	6,04492	4,94141	5,72266	7,39746	6,45020	6,27930	6,68457	7,08496	7,08984	7,51465	6,75293	7,08496	7,58301	7,46094	7,11426	7,32422	6,72852	7,50000	9,99512	0,07813
36,13341	22,7	7,07520	7,74414	7,19238	7,57813	7,57813	5,97656	5,56641	5,92285	5,96680	5,83496	5,55664	5,63477	5,99121	4,88770	5,66895	7,38770	6,45020	6,27930	6,68945	7,07031	7,08008	7,50977	6,75293	7,06055	7,57324	7,46582	7,10449	7,31934	6,73828	7,50000	9,99512	0,07813
36,14174	22,7	7,01172	7,70508	7,13867	7,53418	7,51953	5,91309	5,50293	5,85449	5,87891	5,76660	5,51270	5,58594	5,94238	4,83398	5,61035	7,38281	6,44531	6,27441	6,68457	7,04590	7,08496	7,51465	6,75293	7,06543	7,57813	7,46094	7,08496	7,29492	6,73828	7,49023	9,99512	0,07813
36,15008	22,7	6,93359	7,64648	7,08008	7,48047	7,44141	5,84473	5,43457	5,80078	5,81055	5,69336	5,47363	5,50781	5,87402	4,77539	5,57129	7,39258	6,44531	6,27930	6,67480	7,03613	7,08984	7,50977	6,75293	7,07031	7,57324	7,47070	7,08984	7,29980	6,72363	7,47559	9,99512	0,08301
36,15841	22,7	6,86523	7,59277	7,02637	7,43164	7,37793	5,75684	5,36133	5,72754	5,72266	5,58105	5,42480	5,40039	5,78125	4,72168	5,51758	7,39258	6,45020	6,27441	6,65527	7,03125	7,09473	7,50488	6,75781	7,07520	7,58789	7,44629	7,09961	7,29004	6,72363	7,48047	9,99512	0,07813
36,16675	22,7	6,78223	7,53418	6,95801	7,37793	7,30957	5,66406	5,25391	5,62988	5,60547	5,45898	5,33691	5,26855	5,66406	4,62891	5,43457	7,38770	6,44531	6,28418	6,66016	7,01660	7,08984	7,50977	6,75293	7,08008	7,58789	7,45117	7,08984	7,27051	6,72852	7,47070	9,99512	0,07813
36,17508	22,7	6,70410	7,46094	6,87500	7,32910	7,22656	5,54688	5,13672	5,51758	5,47852	5,31738	5,20508	5,11230	5,51270	4,53125	5,35156	7,37305	6,44043	6,28906	6,66504	7,03613	7,09961	7,51953	6,76270	7,08984	7,58789	7,46094	7,08008	7,26563	6,72852	7,47559	9,99512	0,07813
36,18342	22,7	6,60156	7,39258	6,80176	7,26074	7,12891	5,43457	5,01953	5,38086	5,33203	5,15137	5,08301	4,96094	5,35156	4,41406	5,24414	7,37793	6,43555	6,28906	6,67480	7,03125	7,11426	7,52441	6,76758	7,09473	7,59766	7,45605	7,08008	7,27051	6,71875	7,46094	9,99512	0,07813
36,19175	22,7	6,49414	7,31445	6,70410	7,19238	7,04102	5,30762	4,88770	5,22949	5,31738	5,00000	4,95117	4,80957	5,20996	4,30664	5,14648	7,36328	6,44531	6,28418	6,65527	7,03125	7,10449	7,52930	6,76758	7,08496	7,60742	7,45605	7,08008	7,26563	6,72363	7,45117	9,99512	0,08301
36,20009	22,7	6,38672	7,23145	6,62109	7,11914	6,94336	5,17090	4,75586	5,08789	5,07813	4,84863	4,80469	4,66797	5,05859	4,18945	5,04883	7,36328	6,45508	6,27441	6,66504	7,03613	7,09473	7,53906	6,75781	7,08496	7,60742	7,45605	7,06543	7,26074	6,71875	7,43164	9,99512	0,08301
36,20842	22,7	6,27441	7,13379	6,52832	7,03613	6,84082	5,03906	4,62891	4,96582	4,95117	4,71680	4,67285	4,52148	4,91211	4,06738	4,94629	7,37793	6,45020	6,28906	6,66016	7,01172	7,10938	7,53906	6,76270	7,09961	7,62207	7,45117	7,05078	7,25098	6,70410	7,42676	9,99512	0,07813
36,21676	22,7	6,15723	7,05566	6,43555	6,94824	6,72852	4,90234	4,50684	4,82422	4,81445	4,58008	4,52637	4,37988	4,76074	3,94531	4,85352	7,38281	6,43555	6,31348	6,65039	7,03613	7,10938	7,53906	6,76270	7,09473	7,62695	7,44629	7,05566	7,23145	6,69922	7,42676	9,99512	0,07813
36,22509	22,7	6,04492	6,95801	6,33789	6,87988	6,62109	4,77539	4,36035	4,68750	4,67285	4,43848	4,38477	4,24805	4,61426	3,82813	4,76074	7,38281	6,45508	6,31348	6,67969	7,02637	7,11914	7,54395	6,76758	7,10938	7,63184	7,44141	7,05078	7,21680	6,70410	7,41699	9,99512	0,07813
36,23342	22,7	5,92285	6,86523	6,24512	6,80176	6,51367	4,66309	4,22852	4,55566	4,53125	4,30176	4,25293	4,11133	4,47266	3,70605	4,66797	7,37793	6,45996	6,33301	6,67480	7,02637	7,11914	7,54883	6,75781	7,10449	7,64160	7,44141	7,04590	7,18750	6,70410	7,40723	9,99512	0,07813
36,24176	22,7	5,80078	6,77246	6,14258	6,69922	6,40137	4,53613	4,09668	4,42383	4,41406	4,16992	4,11133	3,97949	4,33594	3,59863	4,58008	7,37793	6,48438	6,31836	6,68945	7,04102	7,11914	7,56836	6,76270	7,09961	7,63672	7,43164	7,03125	7,17285	6,70410	7,41699	9,99512	0,07813
36,25009	22,7	5,69336	6,66504	6,03516	6,61621	6,29395	4,40430	3,96973	4,28223	4,31152	4,01855	3,97461	3,85254	4,19434	3,48145	4,50195	7,39258	6,46973	6,34277	6,68457	7,05078	7,13867	7,56836	6,76758	7,09473	7,65137	7,43164	7,02637	7,16797	6,69434	7,41211	9,99512	0,07813
36,25842	22,7	5,57129	6,57227	5,93262	6,52832	6,17188	4,26758	3,83789	4,14063	4,14063	3,88672	3,84277	3,71582	4,05762	3,35938	4,40918	7,40234	6,46973	6,33789	6,70410	7,05566	7,14355	7,57324	6,78223	7,11426	7,64648	7,42188	7,03125	7,15332	6,67969	7,40234	9,99512	0,08301
36,26676	22,7	5,47363	6,47461	5,82520	6,43555	6,04980	4,13574	3,70117	3,99902	4,01367	3,75000	3,71094	3,59375	3,92090	3,24219	4,32129	7,39258	6,47461	6,35742	6,69434	7,04590	7,13867	7,55371	6,77734	7,11426	7,64648	7,40723	7,00684	7,11914	6,66992	7,39258	9,99512	0,08301
36,27509	22,7	5,36133	6,36719	5,72754	6,33789	5,93262	4,00391	3,57910	3,87207	3,87695	3,60840	3,58398	3,47168	3,79395	3,12988	4,24316	7,38281	6,47461	6,36719	6,68945	7,05078	7,13379	7,56836	6,76758	7,10449	7,63672	7,37793	6,99707	7,11914	6,66992	7,36816	9,99512	0,08301
36,28342	22,7	5,24902	6,26465	5,63477	6,24512	5,81055	3,87695	3,44727	3,73535	3,75000	3,48633	3,45703	3,34961	3,66699	3,03223	4,15527	7,38770	6,45996	6,37207	6,67480	7,05566	7,13867	7,57324	6,77246	7,09961	7,62207	7,37793	6,98242	7,10938	6,65039	7,34375	9,99512	0,07813
36,29176	22,7	5,11719	6,13770	5,52734	6,15234	5,69824	3,75488	3,32031	3,60840	3,65234	3,35938	3,34473	3,23730	3,54492	2,92480	4,07715	7,38281	6,46484	6,35742	6,66992	7,07031	7,13867	7,56348	6,76270	7,10449	7,62207	7,36328	6,96289	7,08496	6,63574	7,31934	9,99512	0,07813
36,30009	22,7	4,99512	6,04004	5,43457	6,05957	5,58105	3,63770	3,21777	3,47656	3,52539	3,24219	3,21777	3,12500	3,42773	2,82715	3,99902	7,37793	6,46484	6,35742	6,66992	7,05078	7,12891	7,55859	6,74805	7,08496	7,63184	7,33398	6,93848	7,05078	6,61133	7,31445	9,99512	0,07813
36,30843	22,7	4,89258	5,91797	5,32227	5,96191	5,46387	3,52051	3,09082	3,35938	3,40820	3,12500	3,11523	3,01270	3,32031	2,72461	3,92578	7,37305	6,45996	6,35254	6,66992	7,03613	7,13379	7,54395	6,74316	7,07520	7,62695	7,31445	6,91406	7,03125	6,60156	7,28516	9,99512	0,07813
36,31676	22,7	4,77051	5,81055	5,21973	5,85938	5,33691	3,40332	2,98828	3,24219	3,30566	3,01758	3,00781	2,91504	3,20801	2,63184	3,85254	7,36328	6,48438	6,35254	6,66992	7,03613	7,12402	7,54395	6,73828	7,07031	7,61230	7,28516	6,88965	6,99707	6,58203	7,25098	9,99512	0,07813
36,32509	22,7	4,65820	5,70313	5,12207	5,75195	5,21973	3,28613	2,87598	3,12988	3,18359	2,90527	2,90039	2,81250	3,11035	2,53906	3,77930	7,36328	6,46484	6,35254	6,66504	7,02148	7,11914	7,52441	6,71875	7,05566	7,59766	7,26563	6,87988	6,97266	6,56250	7,23145	9,99512	0,07813
38,00006	22,4	7,77832	8,17871	7,71973	7,95410	8,09570	7,41699	6,99707	7,39746	7,96387	7,43652	7,26074	7,23145	7,44629	6,42578	7,17773	8,13965	7,24609	7,00684	7,43652	7,90039	7,47559	7,99805	7,17773	7,63672	7,99805	7,83691	7,52930	7,85645	7,23145	7,89063	9,99512	0,07813
38,00840	22,5	7,69043	8,11035	7,64160	7,89551	8,01758	6,99219	6,55273	6,96289	7,45605	6,93359	6,69922	6,69434	6,96777	5,95215	6,69434	7,90039	6,99707	6,80176	7,24121	7,70996	7,26563	7,75391	6,96289	7,46582	7,77832	7,66602	7,38281	7,69531	7,05566	7,73438	9,99512	0,07813
38,01673	22,5	7,65137	8,09570	7,62207	7,87109	7,99805	6,99219	6,53320	6,93359	7,47070	6,95313	6,71387	6,74316	6,98242	5,99609	6,82617	7,81738	6,91895	6,70898	7,15820	7,61719	7,19727	7,68555	6,89453	7,37793	7,70996	7,60742	7,31445	7,62207	6,97754	7,67578	9,99512	0,08301
38,02506	22,5	7,64160	8,09570	7,61719	7,85645	7,99805	7,04102	6,57227	6,95313	7,52930	7,00195	6,72363	6,75293	7,04102	6,00586	6,87500	7,76855	6,86523	6,65527	7,10938	7,55371	7,17773	7,64648	6,87988	7,33398	7,69043	7,56836	7,30469	7,56836	6,94336	7,65137	9,99512	0,08301
38,03340	22,5	7,62207	8,09570	7,61230	7,84668	7,99316	7,03613	6,56738	6,93359	7,52441	6,99219	6,69922	6,71387	7,02148	5,95703	6,87012	7,72949	6,85059	6,63574	7,07031	7,53418	7,17773	7,65625	6,88477	7,32910	7,69531	7,56348	7,29492	7,54883	6,92383	7,64160	9,99512	0,07813
38,04173	22,5	7,62207	8,10059	7,61230	7,84180	7,99805	7,02148	6,54785	6,90430	7,50977	6,98242	6,68457	6,68457	7,00684	5,93262	6,86035	7,72949	6,82617	6,62109	7,05078	7,50488	7,19238	7,65137	6,88477	7,31934	7,70020	7,55371	7,28516	7,52441	6,91406	7,63184	9,99512	0,07813
38,05007	22,5	7,60742	8,10547	7,60742	7,85156	7,99805	6,99707	6,52832	6,87988	7,47559	6,94824	6,66504	6,65039	6,99219	5,90332	6,82617	7,70508	6,79199	6,58691	7,02148	7,47070	7,18750	7,64648	6,87988	7,29492	7,69043	7,54883	7,25586	7,49512	6,87988	7,61230	9,99512	0,07813
38,05840	22,5	7,60742	8,11035	7,59766	7,85156	8,00781	6,94336	6,48926	6,83105	7,41699	6,87988	6,61133	6,59668	6,93848	5,85449	6,77734	7,67578	6,76270	6,55762	6,99707	7,43652	7,15820	7,61719	6,84570	7,27051	7,66602	7,52441	7,21191	7,43652	6,83594	7,57324	9,99512	0,07813
38,06674	22,5	7,58789	8,10547	7,58301	7,84668	7,99805	6,87500	6,42578	6,76270	7,34863	6,81152	6,55273	6,53320	6,86523	5,78613	6,69434	7,64160	6,72852	6,52832	6,95801	7,39746	7,11426	7,59766	6,82617	7,22168	7,62695	7,47559	7,15820	7,37793	6,78711	7,50977	9,99512	0,07813
38,07507	22,5	7,57813	8,10059	7,57324	7,83203	7,98340	6,78711	6,34277	6,67969	7,25586	6,71387	6,46973	6,44531	6,77246	5,70801	6,59668	7,61719	6,70410	6,48438	6,90918	7,32910	7,08008	7,53906	6,78711	7,16309	7,58301	7,42188	7,10938	7,29980	6,72852	7,43652	9,99512	0,07813
38,08341	22,5	7,55859	8,09082	7,56348	7,82715	7,96387	6,69922	6,25977	6,60156	7,17285	6,60156	6,37695	6,34766	6,69434	5,60547	6,47949	7,57813	6,64551	6,44531	6,87500	7,28516	7,04102	7,48047	6,73828	7,10938	7,53418	7,36816	7,03613	7,23145	6,67969	7,36816	9,99512	0,07813
38,09174	22,5	7,52441	8,05664	7,53906	7,81738	7,94434	6,59668	6,16699	6,50391	7,06543	6,50391	6,27441	6,25488	6,59668	5,51270	6,35254	7,53418	6,60156	6,40625	6,82617	7,23145	6,99707	7,43652	6,68945	7,05078	7,48535	7,30957	6,97754	7,15332	6,61621	7,31934	9,99512	0,07813
38,10008	22,5	7,49512	8,04688	7,50977	7,79785	7,92480	6,50879	6,07422	6,41113	6,97266	6,39648	6,17188	6,14746	6,49902	5,41504	6,25000	7,48535	6,55762	6,38184	6,77246	7,17773	6,95313	7,39746	6,65039	6,98242	7,44629	7,25586	6,91895	7,08496	6,54785	7,25098	9,99512	0,08301
38,10841	22,5	7,46582	8,02246	7,48047	7,77344	7,88574	6,40625	5,99121	6,31348	6,87988	6,28906	6,07910	6,04980	6,41602	5,31738	6,15234	7,46094	6,53320	6,34277	6,74805	7,14355	6,91895	7,34863	6,60645	6,94336	7,41211	7,22656	6,87500	7,01660	6,50391	7,20215	9,99512	0,07813
38,11674	22,5	7,43164	7,98828	7,45605	7,75391	7,85156	6,32813	5,90820	6,25000	6,78223	6,19629	5,99121	5,97656	6,33789	5,22461	6,05469	7,43164	6,48926	6,31348	6,71387	7,09473	6,88477	7,30957	6,57715	6,89453	7,37793	7,18262	6,82617	6,96289	6,45996	7,15332	9,99512	0,07813
38,12508	22,5	7,37793	7,95898	7,41699	7,72949	7,81738	6,24512	5,83984	6,18164	6,70898	6,13770	5,89844	5,89844	6,26465	5,14160	5,97168	7,42188	6,46484	6,29883	6,67480	7,04102	6,86523	7,28027	6,54297	6,85547	7,35352	7,15332	6,77246	6,89453	6,41113	7,08984	9,99512	0,08301
38,13341	22,5	7,34863	7,91504	7,38770	7,70020	7,77832	6,18164	5,76660	6,11328	6,63574	6,07910	5,83008	5,85449	6,22559	5,07324	5,90820	7,39258	6,44531	6,26465	6,62598	7,00684	6,83105	7,24609	6,51367	6,81641	7,32422	7,10938	6,72852	6,83594	6,36230	7,05566	9,99512	0,08301
38,14175	22,5	7,29980	7,88086	7,35352	7,67090	7,73926	6,11328	5,72754	6,06934	6,59180	6,04980	5,77637	5,83008	6,18164	5,02441	5,86426	7,35352	6,42090	6,25000	6,60645	6,97754	6,79688	7,21680	6,48926	6,76758	7,29004	7,06543	6,67480	6,76270	6,32324	6,99707	9,99512	0,08301
38,15008	22,5	7,26074	7,84668	7,29980	7,62695	7,69043	6,07910	5,68848	6,03027	6,56738	6,01074	5,75195	5,83008	6,17676	5,00000	5,83008	7,34863	6,39160	6,23535	6,60156	6,94824	6,79199	7,19238	6,46973	6,72363	7,27539	7,02637	6,61621	6,70410	6,28418	6,94336	9,99512	0,07813
38,15842	22,5	7,19727	7,82227	7,25098	7,58789	7,64160	6,04004	5,66406	6,00586	6,52344	5,97656	5,73242	5,81543	6,14746	4,99512	5,80566	7,32422	6,38672	6,22559	6,57227	6,92871	6,76270	7,17773	6,43066	6,69434	7,24609	6,98730	6,56738	6,63086	6,23535	6,88477	9,99512	0,07813
38,16676	22,5	7,14355	7,77344	7,19727	7,55371	7,58789	6,00586	5,62988	5,97656	6,46973	5,92285	5,72754	5,76660	6,10352	4,97559	5,78125	7,30957	6,36230	6,20117	6,55762	6,88477	6,73828	7,14844	6,40625	6,66016	7,22656	6,93359	6,51367	6,56250	6,19141	6,83594	9,99512	0,08301
38,17509	22,5	7,08008	7,72949	7,13867	7,50977	7,53418	5,95215	5,58105	5,94238	6,39648	5,84473	5,70313	5,70801	6,04004	4,94629	5,75195	7,29004	6,34766	6,19141	6,53320	6,87012	6,71875	7,14355	6,35742	6,63086	7,22168	6,89453	6,45996	6,48926	6,14258	6,76758	9,99512	0,07813
38,18342	22,5	7,00195	7,67090	7,08496	7,46582	7,46582	5,89355	5,51758	5,87891	6,29395	5,75684	5,65430	5,62012	5,96191	4,89258	5,71289	7,26563	6,32324	6,15723	6,50391	6,82129	6,70898	7,10449	6,34277	6,59668	7,19238	6,84570	6,40625	6,41602	6,09863	6,70898	9,99512	0,07813
38,19176	22,5	6,92871	7,62207	7,01660	7,41211	7,39258	5,82031	5,43945	5,82031	6,20117	5,63477	5,59082	5,50293	5,84961	4,81445	5,67383	7,24609	6,30859	6,15234	6,47461	6,80176	6,68945	7,07031	6,29883	6,55273	7,18750	6,80176	6,34766	6,34766	6,04492	6,64063	9,99512	0,08301
38,20009	22,5	6,84570	7,56348	6,95313	7,36816	7,32422	5,72754	5,36621	5,72754	6,09863	5,53223	5,49316	5,39063	5,73242	4,73145	5,61523	7,22168	6,28906	6,13770	6,46484	6,77246	6,66016	7,05078	6,27930	6,53320	7,13867	6,76270	6,28906	6,26953	6,00098	6,59668	9,99512	0,08301
38,20842	22,5	6,74316	7,50488	6,87500	7,31445	7,24121	5,63965	5,26367	5,63477	5,98145	5,41016	5,38086	5,25879	5,62012	4,64844	5,53711	7,19727	6,26465	6,13281	6,43555	6,72852	6,63574	7,02637	6,24023	6,48926	7,10938	6,69922	6,24512	6,21094	5,94238	6,53320	9,99512	0,08301
38,21676	22,5	6,66504	7,44141	6,79688	7,23633	7,15820	5,54199	5,16113	5,53223	5,87402	5,28320	5,26855	5,15137	5,49805	4,56055	5,46387	7,17285	6,24512	6,12793	6,41602	6,72363	6,63086	6,99707	6,22559	6,45508	7,09473	6,64551	6,17188	6,11328	5,88379	6,45020	9,99512	0,07813
38,22509	22,5	6,59180	7,35840	6,71875	7,16797	7,05566	5,45410	5,05859	5,42969	5,76172	5,16113	5,15625	5,02441	5,37598	4,45801	5,39063	7,15332	6,23535	6,10352	6,40625	6,71387	6,60645	6,98242	6,19629	6,40625	7,06543	6,59180	6,11328	6,02539	5,83496	6,39648	9,99512	0,07813
38,23343	22,5	6,48926	7,28516	6,63574	7,10449	6,96289	5,35156	4,96094	5,32715	5,64453	5,04395	5,03906	4,91211	5,25391	4,36035	5,32227	7,13867	6,23047	6,10840	6,38672	6,68945	6,58203	6,95801	6,16699	6,36719	7,03613	6,53320	6,03027	5,96191	5,77148	6,32813	9,99512	0,08301
38,24176	22,5	6,39160	7,21191	6,56250	7,04102	6,87500	5,25391	4,86328	5,22461	5,52734	4,93164	4,91699	4,79980	5,12695	4,25293	5,23438	7,12402	6,22559	6,09375	6,36719	6,66016	6,55273	6,94336	6,13281	6,31348	7,02148	6,48926	5,97168	5,86426	5,72266	6,27441	9,99512	0,08301
38,25009	22,5	6,27930	7,12891	6,48926	6,96289	6,77246	5,14160	4,76074	5,11230	5,41504	4,80957	4,80957	4,68750	5,00000	4,15039	5,16113	7,09961	6,19141	6,09375	6,35254	6,62109	6,53320	6,90918	6,10840	6,28418	7,00195	6,41113	5,91309	5,78613	5,65918	6,21582	9,99512	0,08301
38,25843	22,5	6,19141	7,04590	6,40137	6,88477	6,69922	5,03418	4,64844	5,00000	5,28809	4,68750	4,69238	4,56055	4,87793	4,04785	5,08789	7,06543	6,16211	6,07910	6,32324	6,61621	6,50391	6,87988	6,05957	6,23535	6,98730	6,34766	5,83984	5,70801	5,60059	6,14746	9,99512	0,08301
38,26676	22,5	6,08398	6,96289	6,31348	6,81641	6,60645	4,92676	4,55078	4,89258	5,16602	4,56543	4,57520	4,44824	4,76563	3,94531	5,00488	7,02637	6,15723	6,07422	6,30859	6,59668	6,47949	6,85059	6,00098	6,19629	6,94824	6,26953	5,76660	5,61035	5,53223	6,06445	9,99512	0,07813
38,27510	22,5	5,98633	6,88477	6,23047	6,74316	6,51367	4,82422	4,44336	4,79492	5,04395	4,45801	4,46777	4,34082	4,64355	3,84277	4,93164	7,00195	6,12793	6,04492	6,27930	6,55273	6,44531	6,81641	5,95703	6,14258	6,89453	6,19141	5,67383	5,52734	5,45410	5,99121	9,99512	0,08301
38,28344	22,6	5,89355	6,80176	6,15234	6,67480	6,41602	4,71191	4,33105	4,68262	4,91699	4,35059	4,34082	4,23340	4,52148	3,75000	4,86328	6,95801	6,09375	6,03027	6,25000	6,52832	6,42090	6,78223	5,92285	6,07910	6,87012	6,12305	5,59570	5,41992	5,37598	5,91309	9,99512	0,08301
38,29177	22,6	5,79590	6,69922	6,06934	6,58691	6,31348	4,60449	4,22363	4,57031	4,79004	4,22363	4,23340	4,12109	4,40430	3,66211	4,80469	6,91895	6,06934	6,00098	6,21094	6,47949	6,38672	6,72363	5,86914	6,02051	6,81152	6,04492	5,51270	5,32227	5,31250	5,83008	9,99512	0,07813
38,30010	22,5	5,69824	6,60156	5,96680	6,50879	6,21094	4,49219	4,10645	4,45313	4,67773	4,11621	4,12109	4,01367	4,29688	3,57422	4,74121	6,90430	6,04980	5,98145	6,16699	6,43066	6,36719	6,67480	5,82031	5,96680	6,75781	5,95703	5,43457	5,23926	5,24902	5,75195	9,99512	0,07813
38,30844	22,6	5,59082	6,52344	5,88379	6,41602	6,10352	4,38477	4,00879	4,34570	4,57031	4,00879	4,01855	3,90137	4,19434	3,46191	4,67285	6,86523	6,01074	5,95703	6,11816	6,40137	6,32324	6,64063	5,77637	5,90332	6,70898	5,88379	5,34180	5,14160	5,17578	5,65430	9,99512	0,08301
38,31677	22,6	5,49805	6,43066	5,79590	6,34766	6,00586	4,27246	3,90625	4,22852	4,44824	3,89160	3,90625	3,80371	4,08203	3,37891	4,60938	6,82617	5,98633	5,94727	6,08398	6,35742	6,27930	6,57715	5,72754	5,85449	6,65039	5,79102	5,26367	5,05859	5,08789	5,59082	9,99512	0,07813
38,32511	22,5	5,39551	6,34766	5,71777	6,25977	5,90332	4,16504	3,80371	4,12109	4,34082	3,78906	3,80859	3,70117	3,97461	3,28613	4,55078	6,78223	5,95703	5,91797	6,05957	6,30859	6,22559	6,52832	5,67383	5,79102	6,60156	5,70313	5,18066	4,94629	5,02930	5,51270	9,99512	0,08301
40,00007	22,8	7,82715	8,21777	7,74902	7,96387	8,15430	7,41699	7,03613	7,40234	7,96875	7,44141	7,27051	7,31445	7,49023	6,44043	7,22656	8,22266	7,39746	7,17285	7,57813	8,08105	7,61719	8,15918	7,31445	7,75879	8,12988	7,96387	7,64648	7,94922	7,24121	8,02734	9,99512	0,07813
40,00840	22,8	7,73926	8,14453	7,66602	7,90527	8,06641	6,93359	6,51855	6,87012	7,43164	6,87012	6,62109	6,67969	6,93848	5,89355	6,67480	8,00781	7,16309	6,95313	7,37305	7,87598	7,41699	7,92969	7,10938	7,54395	7,93457	7,75391	7,43652	7,71973	7,00195	7,81250	9,99512	0,07813
40,01673	22,8	7,68066	8,10547	7,62695	7,86621	8,01758	6,80176	6,36719	6,72363	7,30957	6,76758	6,48926	6,58203	6,84082	5,81543	6,74316	7,95410	7,09961	6,87988	7,32422	7,83691	7,35352	7,87109	7,04590	7,50488	7,87598	7,65137	7,35352	7,62695	6,91895	7,72949	9,99512	0,07813
40,02507	22,8	7,64160	8,08105	7,60742	7,85156	7,99316	6,81641	6,36230	6,69434	7,30957	6,78223	6,46973	6,57227	6,86035	5,78613	6,80664	7,89551	7,03613	6,81152	7,27051	7,75879	7,30469	7,80762	7,00195	7,46094	7,82715	7,57324	7,30469	7,55371	6,86035	7,65625	9,99512	0,08301
40,03340	22,8	7,62695	8,06641	7,58789	7,83203	7,98340	6,80176	6,33301	6,65527	7,27051	6,75293	6,40625	6,49902	6,85059	5,72754	6,79688	7,81738	6,96289	6,75293	7,20215	7,68066	7,25586	7,75391	6,93848	7,40723	7,78320	7,50488	7,23145	7,49512	6,79688	7,60254	9,99512	0,07813
40,04174	22,8	7,60742	8,05664	7,57324	7,82715	7,97363	6,76758	6,28906	6,61133	7,23145	6,71387	6,35254	6,44531	6,80664	5,67383	6,76758	7,76855	6,89941	6,70410	7,14355	7,60254	7,21191	7,70996	6,89941	7,34863	7,72949	7,43164	7,17285	7,40234	6,73828	7,51465	9,99512	0,07813
