18.02.2020	15:10:00
h	°C	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32
0,08335	22,4	4,04785	4,31641	4,01855	4,04785	4,27734	3,16406	2,81738	3,07617	3,41309	3,13965	2,32910	2,46094	2,70020	2,25098	2,54883	4,50684	3,68164	3,45703	4,10645	4,20410	3,46191	3,61816	3,20313	3,46191	3,56445	3,50098	3,29102	3,36426	3,03223	3,54004	9,99512	0,08301
0,09168	22,4	3,91602	4,16504	3,88672	3,91602	4,13574	3,09082	2,72949	2,98828	3,32520	3,06152	2,19238	2,27051	2,57324	2,11914	2,43164	4,46289	3,65234	3,40820	4,05273	4,14063	3,38379	3,54492	3,13477	3,39355	3,48633	3,40820	3,21289	3,29590	2,95410	3,44727	9,99512	0,08301
0,10002	22,4	3,80859	4,01367	3,75488	3,78906	3,99414	3,03223	2,63672	2,91016	3,26660	2,97363	2,04102	2,09961	2,43652	1,97266	2,26563	4,41406	3,61328	3,36426	3,99902	4,07715	3,32520	3,47656	3,08594	3,33496	3,42773	3,33008	3,14453	3,22754	2,89063	3,41309	9,99512	0,08301
0,10835	22,4	3,69629	3,90137	3,66699	3,66699	3,88672	2,97852	2,55859	2,82715	3,16895	2,87598	1,91406	1,94336	2,31445	1,84570	2,11914	4,39453	3,59863	3,34961	3,96973	4,02344	3,27637	3,42285	3,03223	3,27637	3,38379	3,26660	3,08594	3,17383	2,83691	3,36914	9,99512	0,08301
0,11669	22,4	3,59863	3,78906	3,56445	3,57422	3,77930	2,91504	2,46094	2,72949	3,09570	2,78320	1,80176	1,82129	2,20215	1,72852	1,99219	4,36035	3,55957	3,31055	3,93555	3,98926	3,23242	3,36426	2,98828	3,21777	3,33008	3,20313	3,01758	3,09570	2,79785	3,33984	9,99512	0,08301
0,12502	22,4	3,51563	3,69141	3,49121	3,48633	3,69141	2,84668	2,36816	2,62695	2,99316	2,69043	1,72852	1,73340	2,09961	1,64551	1,89453	4,34082	3,51563	3,28613	3,90625	3,95996	3,22266	3,32031	2,93457	3,16406	3,28125	3,14941	2,96387	3,04199	2,74902	3,28613	9,99512	0,08301
0,13336	22,4	3,43750	3,59863	3,40820	3,40332	3,61328	2,77344	2,27051	2,52441	2,88574	2,58301	1,66504	1,67480	2,02148	1,57227	1,81641	4,31641	3,46680	3,25195	3,87207	3,93066	3,20801	3,28125	2,89551	3,12500	3,23242	3,09570	2,91504	2,98340	2,70020	3,24707	9,99512	0,08301
0,14169	22,4	3,37402	3,51074	3,33496	3,32520	3,52539	2,68066	2,18262	2,43164	2,78809	2,48047	1,59668	1,61133	1,94336	1,50879	1,75781	4,28223	3,43750	3,21777	3,82324	3,89648	3,21289	3,24707	2,86621	3,07129	3,20313	3,04688	2,87109	2,93457	2,66113	3,20801	9,99512	0,08301
0,15003	22,3	3,31543	3,42773	3,26660	3,24219	3,44238	2,58789	2,09961	2,33398	2,69531	2,37793	1,55273	1,56250	1,87988	1,45996	1,69922	4,25781	3,36914	3,16406	3,77930	3,87207	3,20801	3,22266	2,83691	3,03223	3,18359	3,00781	2,83203	2,89551	2,62207	3,18359	9,99512	0,08301
0,15836	22,4	3,24707	3,34473	3,20313	3,17383	3,36426	2,49023	2,02148	2,25586	2,59766	2,28516	1,50391	1,51367	1,81641	1,40625	1,64063	4,22363	3,32031	3,12500	3,74512	3,82813	3,20801	3,18848	2,80762	3,00293	3,13965	2,96387	2,77832	2,83691	2,57813	3,15430	9,99512	0,08301
0,16670	22,3	3,17383	3,27637	3,13477	3,10059	3,28613	2,40723	1,95313	2,17773	2,51465	2,19238	1,45508	1,45996	1,76270	1,36230	1,58203	4,18457	3,27637	3,07129	3,68652	3,80859	3,20313	3,15918	2,76855	2,97852	3,10547	2,91016	2,72949	2,78809	2,54883	3,12500	9,99512	0,08301
0,17503	22,3	3,12012	3,19336	3,06641	3,03223	3,20801	2,32422	1,89941	2,11426	2,43652	2,11914	1,41602	1,41602	1,71387	1,32324	1,52832	4,15039	3,24219	3,04199	3,63281	3,77930	3,19824	3,13965	2,72949	2,94434	3,06152	2,87109	2,68066	2,73926	2,50000	3,08594	9,99512	0,08301
0,18337	22,3	3,04688	3,12500	2,99316	2,95898	3,12988	2,25098	1,84570	2,05566	2,37793	2,04102	1,37695	1,38184	1,66992	1,28418	1,49414	4,13086	3,20801	3,01270	3,61328	3,76953	3,18848	3,09570	2,69531	2,91504	3,03223	2,82715	2,64160	2,70020	2,46582	3,05176	9,99512	0,08301
0,19170	22,3	2,98340	3,04688	2,92969	2,89551	3,05176	2,17773	1,79688	2,00195	2,30957	1,97754	1,34766	1,34766	1,63574	1,25000	1,45508	4,08691	3,18848	2,97363	3,56934	3,74512	3,19336	3,06641	2,66113	2,88086	2,98828	2,79297	2,58789	2,66113	2,42676	3,00293	9,99512	0,08301
0,20004	22,3	2,91504	2,97363	2,86133	2,81738	2,97852	2,10938	1,75293	1,95313	2,24121	1,91406	1,32324	1,31836	1,60156	1,22070	1,42578	4,07227	3,16406	2,96387	3,53516	3,74023	3,17871	3,03223	2,62695	2,85645	2,95898	2,74414	2,53906	2,61230	2,38281	2,97363	9,99512	0,08301
0,20837	22,3	2,85156	2,90039	2,80273	2,74414	2,90039	2,05078	1,70410	1,89941	2,18750	1,86035	1,29395	1,30371	1,57227	1,20117	1,39648	4,02832	3,14453	2,94434	3,49121	3,73047	3,14941	2,99805	2,59766	2,81738	2,91016	2,70508	2,50000	2,57324	2,34375	2,94434	9,99512	0,08301
0,21671	22,3	2,79297	2,81738	2,73438	2,67090	2,82227	2,01172	1,66504	1,86035	2,13867	1,81152	1,27930	1,27930	1,54297	1,17676	1,37695	4,00391	3,14941	2,91992	3,48145	3,72070	3,14941	2,95898	2,55859	2,77832	2,87598	2,66113	2,45117	2,51953	2,29492	2,90039	9,99512	0,08301
0,22504	22,3	2,71973	2,74414	2,66602	2,59277	2,75391	1,97266	1,62598	1,81152	2,08984	1,76758	1,26465	1,26953	1,52344	1,16211	1,36230	3,98438	3,13477	2,89551	3,45703	3,72559	3,13477	2,92969	2,52441	2,74414	2,83203	2,62207	2,40723	2,48535	2,25586	2,85156	9,99512	0,08301
0,23338	22,3	2,66113	2,68555	2,61230	2,52441	2,68066	1,91895	1,59180	1,77246	2,04590	1,72363	1,24512	1,25488	1,50391	1,14746	1,34277	3,94531	3,13965	2,89063	3,42285	3,69629	3,12500	2,89551	2,48535	2,69531	2,78809	2,58301	2,36328	2,44141	2,22168	2,80762	9,99512	0,08301
0,24171	22,3	2,59766	2,61230	2,54395	2,47070	2,60254	1,87988	1,56250	1,73340	1,99707	1,68457	1,23047	1,24512	1,48438	1,13281	1,32324	3,92578	3,12988	2,87109	3,41309	3,69141	3,09082	2,86133	2,44629	2,65625	2,74414	2,52930	2,31934	2,40723	2,17773	2,77832	9,99512	0,08301
0,25005	22,3	2,53418	2,54395	2,48047	2,39746	2,53906	1,84082	1,53320	1,69922	1,95801	1,64551	1,22070	1,24023	1,46973	1,12305	1,31348	3,88672	3,10059	2,87109	3,39355	3,68652	3,07129	2,81738	2,40234	2,61230	2,70020	2,50000	2,28027	2,35840	2,12891	2,73438	9,99512	0,08301
0,25838	22,3	2,48047	2,48535	2,42188	2,32910	2,47070	1,80664	1,50391	1,66992	1,93359	1,61133	1,21582	1,23535	1,45508	1,11328	1,30371	3,85254	3,09082	2,87598	3,37891	3,65723	3,05664	2,78320	2,35840	2,57813	2,66113	2,44629	2,23633	2,31445	2,08984	2,69043	9,99512	0,08301
0,26672	22,3	2,41699	2,41699	2,35840	2,26563	2,40723	1,77734	1,48438	1,63574	1,90430	1,58203	1,20605	1,22559	1,44531	1,10352	1,28906	3,82813	3,07129	2,85156	3,36426	3,62793	3,03223	2,73926	2,31934	2,54395	2,62695	2,41211	2,19727	2,28516	2,04590	2,64648	9,99512	0,08301
0,27505	22,3	2,36816	2,35352	2,30469	2,20215	2,34375	1,74805	1,45508	1,60645	1,87012	1,55273	1,20117	1,22070	1,43066	1,09863	1,28418	3,79883	3,05664	2,83691	3,33984	3,62793	3,00293	2,70020	2,29492	2,50000	2,58789	2,37305	2,16309	2,24609	2,01660	2,61230	9,99512	0,08301
0,28339	22,3	2,31445	2,29980	2,25098	2,15332	2,28516	1,71875	1,44043	1,58691	1,83594	1,51855	1,19141	1,21582	1,42578	1,08887	1,27930	3,77930	3,04199	2,81738	3,32520	3,61328	2,97363	2,66113	2,24121	2,47070	2,55371	2,33887	2,12402	2,20703	1,98242	2,56348	9,99512	0,08301
0,29172	22,3	2,26563	2,24609	2,19727	2,09961	2,22656	1,68945	1,41602	1,55762	1,80664	1,49414	1,19141	1,21582	1,41113	1,08398	1,27441	3,75977	3,01270	2,81738	3,29590	3,57910	2,95898	2,61719	2,21191	2,43652	2,52441	2,30469	2,08984	2,16797	1,94336	2,53418	9,99512	0,08301
0,30006	22,3	2,21680	2,19727	2,15332	2,04102	2,17773	1,66992	1,40625	1,53320	1,79199	1,46973	1,18652	1,20605	1,40625	1,07910	1,26953	3,73535	2,99805	2,80273	3,26660	3,56934	2,92480	2,57324	2,17285	2,39746	2,49023	2,27539	2,05566	2,12891	1,91895	2,48047	9,99512	0,08301
0,30839	22,3	2,17773	2,13867	2,10938	1,99219	2,12891	1,64063	1,38672	1,51855	1,77734	1,45020	1,18164	1,21094	1,39648	1,07910	1,25977	3,71582	2,98828	2,78809	3,25195	3,54492	2,90039	2,53906	2,14355	2,34863	2,45117	2,24121	2,03125	2,09473	1,87988	2,45605	9,99512	0,08301
0,31673	22,3	2,12891	2,08984	2,06055	1,94824	2,08008	1,62109	1,36719	1,49414	1,75293	1,43066	1,17676	1,20117	1,39160	1,07422	1,25977	3,68164	2,96875	2,77344	3,22266	3,54004	2,87598	2,50977	2,11426	2,30957	2,42188	2,21191	1,99707	2,05078	1,84570	2,41211	9,99512	0,08301
0,32506	22,3	2,09961	2,05078	2,01660	1,90918	2,03613	1,60156	1,35254	1,47461	1,72852	1,41113	1,17676	1,20117	1,38184	1,06934	1,25977	3,63770	2,93945	2,74902	3,21289	3,51563	2,85156	2,46582	2,08984	2,26563	2,38281	2,17773	1,96289	2,02148	1,81641	2,38770	9,99512	0,07813
2,00001	22,3	7,70508	7,93945	7,56836	7,77832	8,01270	7,12402	6,79199	7,09473	7,73438	7,11914	7,00195	6,91895	7,22168	6,10352	6,67480	7,56836	6,63574	6,34766	6,83594	7,32910	7,06055	7,60742	6,83594	7,21191	7,58301	7,62207	7,50977	7,58789	7,13867	7,75879	9,99512	0,08301
2,00834	22,4	7,60742	7,87109	7,48047	7,67578	7,92480	6,84570	6,52832	6,86523	7,46582	6,89941	6,88477	6,86523	7,17773	6,13281	6,74805	7,36328	6,45508	6,19629	6,68457	7,19238	6,92383	7,41211	6,65039	7,06543	7,43652	7,55859	7,44141	7,49512	7,01172	7,60742	9,99512	0,08301
2,01668	22,4	7,49512	7,78320	7,38770	7,58301	7,83203	6,70410	6,37207	6,69434	7,27051	6,71875	6,66016	6,62109	6,96289	5,88379	6,49414	7,04590	6,09375	5,88867	6,33789	6,83105	6,62598	7,07031	6,34766	6,72852	7,11914	7,27539	7,14844	7,16797	6,74805	7,31445	9,99512	0,08301
2,02501	22,4	7,35352	7,66602	7,25586	7,45117	7,70996	6,45996	6,15234	6,47949	7,03125	6,46973	6,50391	6,44043	6,77246	5,72266	6,32324	6,76270	5,81543	5,67871	6,09863	6,56738	6,48926	6,91895	6,23535	6,59668	6,98242	7,17773	7,03613	7,06055	6,63086	7,21191	9,99512	0,08301
2,03335	22,4	7,26563	7,57813	7,15820	7,36816	7,62207	6,28418	5,99609	6,30859	6,83594	6,26953	6,33789	6,28418	6,61133	5,57129	6,16699	6,57227	5,64453	5,52734	5,90820	6,39160	6,38184	6,78223	6,11328	6,47461	6,88477	7,09473	6,92383	6,98242	6,52832	7,08984	9,99512	0,08301
2,04169	22,4	7,16309	7,50000	7,05078	7,28027	7,54395	6,13281	5,84473	6,15234	6,67480	6,11328	6,18164	6,16699	6,47461	5,45410	6,04004	6,42090	5,50781	5,40527	5,76660	6,25488	6,29395	6,67480	6,02051	6,38672	6,79199	7,01660	6,85547	6,87500	6,42578	7,00195	9,99512	0,07813
2,05002	22,4	7,06055	7,37305	6,95313	7,14844	7,44141	5,98145	5,71289	6,02051	6,52832	5,96191	6,04492	6,02539	6,34277	5,31738	5,89844	6,30371	5,38086	5,27344	5,66895	6,10840	6,21094	6,57715	5,92773	6,27930	6,69434	6,93359	6,75781	6,79688	6,33301	6,90918	9,99512	0,08301
2,05835	22,4	6,93848	7,24121	6,82617	7,01172	7,29492	5,85938	5,59082	5,90332	6,40137	5,83496	5,93750	5,91797	6,23535	5,20996	5,78613	6,20117	5,24902	5,20020	5,55176	6,00586	6,11816	6,47949	5,83496	6,19141	6,61621	6,86035	6,66992	6,69922	6,23535	6,82617	9,99512	0,07813
2,06669	22,4	6,81152	7,10938	6,68945	6,85547	7,16797	5,76172	5,47852	5,79102	6,29395	5,71777	5,50781	5,80566	6,09863	5,10742	5,68848	6,10352	5,17578	5,10742	5,45898	5,94238	6,05957	6,38672	5,76660	6,11328	6,53809	6,78711	6,57715	6,60156	6,14258	6,73828	9,99512	0,08301
2,07503	22,4	6,66504	6,95801	6,54785	6,69922	7,01660	5,62012	5,38086	5,69824	6,15723	5,61035	5,41504	5,70313	6,00098	5,02441	5,58594	6,03516	5,08301	5,03906	5,38086	5,84961	6,00586	6,30859	5,69336	6,04492	6,46973	6,72363	6,50391	6,52832	6,07910	6,66016	9,99512	0,08301
2,08336	22,4	6,51367	6,81152	6,38184	6,52344	6,85059	5,52246	5,28320	5,60547	6,05469	5,49805	5,30762	5,62012	5,90332	4,92188	5,49805	5,95215	5,00977	4,95117	5,30273	5,77148	5,94727	6,25000	5,62500	5,97168	6,42578	6,66016	6,42578	6,45020	6,00098	6,58203	9,99512	0,07813
2,09169	22,4	6,35742	6,64551	6,22070	6,34766	6,69922	5,46387	5,20996	5,53223	5,98145	5,43457	5,22949	5,54688	5,82520	4,85352	5,41016	5,87891	4,95605	4,89746	5,23926	5,70801	5,88379	6,18652	5,56641	5,90332	6,37207	6,59668	6,35742	6,37695	5,92773	6,51855	9,99512	0,08301
2,10003	22,5	6,22070	6,49414	6,06445	6,17188	6,53320	5,39063	5,14648	5,47852	5,91797	5,36621	5,13672	5,47852	5,75195	4,77539	5,33691	5,81055	4,90234	4,83398	5,18066	5,63477	5,84473	6,12305	5,51758	5,86426	6,31348	6,53320	6,28906	6,31348	5,85938	6,45020	9,99512	0,08301
2,10836	22,5	6,06934	6,35254	5,92285	6,00586	6,38672	5,33691	5,10742	5,43945	5,86914	5,32715	5,06836	5,41992	5,67383	4,71680	5,25879	5,78125	4,86816	4,80469	5,17578	5,58594	5,82031	6,10352	5,48828	5,82031	6,27441	6,49414	6,24023	6,26953	5,81055	6,38184	9,99512	0,08301
2,11670	22,5	5,94238	6,20117	5,78613	5,87402	6,25488	5,29785	5,07324	5,40527	5,83984	5,30273	5,00488	5,36133	5,61523	4,65820	5,20508	5,75684	4,84863	4,75098	5,16113	5,57129	5,79102	6,05469	5,44922	5,80078	6,24023	6,46484	6,19629	6,21582	5,77637	6,33789	9,99512	0,08301
2,12504	22,5	5,82520	6,07910	5,64453	5,76172	6,12793	5,27832	5,04395	5,37598	5,81055	5,29297	4,95605	5,31738	5,56641	4,61426	5,15625	5,72266	4,81934	4,72656	5,15625	5,53223	5,75195	6,02539	5,43457	5,78613	6,21094	6,41602	6,16211	6,18164	5,73730	6,31836	9,99512	0,08301
2,13337	22,5	5,70801	5,97168	5,53711	5,64453	6,01074	5,25391	5,03418	5,36133	5,77637	5,27832	4,90723	5,29297	5,52734	4,57031	5,10254	5,72266	4,80957	4,69727	5,15137	5,53711	5,74707	6,00586	5,41016	5,75195	6,19141	6,39160	6,12305	6,16211	5,70313	6,26465	9,99512	0,08301
2,14171	22,5	5,61523	5,86426	5,43945	5,52246	5,89844	5,23438	4,99512	5,35156	5,74219	5,25391	4,85840	5,25879	5,47852	4,54102	5,06348	5,70801	4,79004	4,69238	5,13672	5,51758	5,71777	5,99121	5,40527	5,76172	6,18652	6,38184	6,09375	6,13281	5,68359	6,25977	9,99512	0,08301
2,15004	22,5	5,51758	5,76172	5,33203	5,42969	5,79102	5,22949	4,98047	5,33691	5,76660	5,25391	4,82910	5,23438	5,44434	4,51660	5,01953	5,70313	4,79980	4,65820	5,12695	5,50293	5,69336	5,96680	5,38086	5,73730	6,15723	6,35742	6,07422	6,10840	5,65430	6,23047	9,99512	0,07813
2,15838	22,5	5,41992	5,65918	5,24414	5,32715	5,69824	5,21484	4,97070	5,32715	5,74219	5,25391	4,79492	5,20996	5,41016	4,46777	5,00488	5,69336	4,78516	4,65820	5,12695	5,50293	5,69824	5,95215	5,36621	5,71289	6,13770	6,33301	6,04004	6,09375	5,62012	6,20605	9,99512	0,07813
2,16671	22,5	5,32227	5,57129	5,15137	5,24902	5,60547	5,19043	4,95605	5,31738	5,72266	5,24902	4,74609	5,17578	5,38574	4,44824	4,96582	5,69336	4,78027	4,64355	5,11230	5,48340	5,68359	5,95215	5,34180	5,71289	6,11816	6,30371	6,02539	6,08887	5,61523	6,19141	9,99512	0,07813
2,17505	22,5	5,22461	5,46875	5,06348	5,14160	5,52246	5,20508	4,96582	5,31738	5,72754	5,24414	4,73633	5,17090	5,36133	4,43359	4,95605	5,68848	4,78516	4,63379	5,10742	5,48340	5,66895	5,93750	5,32715	5,70313	6,12305	6,27441	6,00586	6,05469	5,59570	6,16211	9,99512	0,08301
2,18338	22,5	5,14160	5,37598	4,97559	5,04395	5,42969	5,18555	4,96094	5,30273	5,72266	5,25391	4,71191	5,16113	5,34180	4,40430	4,93164	5,66895	4,78027	4,59961	5,13184	5,46387	5,64941	5,91797	5,33203	5,69824	6,09863	6,26465	5,98633	6,04004	5,57129	6,14746	9,99512	0,08301
2,19172	22,5	5,05859	5,30273	4,89258	4,95605	5,33203	5,18555	4,94629	5,31738	5,72266	5,25391	4,69238	5,15625	5,32227	4,37988	4,90723	5,67383	4,78516	4,60449	5,11719	5,45898	5,65430	5,89844	5,30273	5,71289	6,07910	6,25000	5,95215	6,04492	5,56152	6,12305	9,99512	0,08301
2,20005	22,5	4,96094	5,20020	4,81934	4,85840	5,23926	5,20020	4,96582	5,31250	5,72266	5,25391	4,66797	5,15137	5,31250	4,36523	4,90234	5,67383	4,77539	4,59961	5,10254	5,46875	5,63477	5,89844	5,29785	5,69336	6,07422	6,23047	5,96680	6,03516	5,56152	6,11328	9,99512	0,07813
2,20839	22,5	4,85352	5,11230	4,71191	4,75586	5,14648	5,19043	4,95605	5,31738	5,71777	5,26855	4,65820	5,14160	5,30273	4,36035	4,87793	5,65918	4,79004	4,60938	5,09766	5,45898	5,62988	5,88867	5,29297	5,68848	6,05957	6,23047	5,96191	6,02051	5,54199	6,09863	9,99512	0,07813
2,21672	22,5	4,76563	5,01953	4,62891	4,67285	5,05371	5,20996	4,95117	5,32715	5,72266	5,27832	4,64355	5,12695	5,29785	4,34570	4,87305	5,67383	4,79980	4,59473	5,10742	5,44922	5,61523	5,88867	5,28320	5,69336	6,05469	6,22559	5,94238	6,03516	5,53711	6,11328	9,99512	0,08301
2,22506	22,5	4,66797	4,92188	4,53613	4,58008	4,96582	5,20996	4,95605	5,32227	5,72754	5,26855	4,66309	5,11230	5,28320	4,34082	4,84863	5,65918	4,78516	4,60449	5,11230	5,43945	5,59570	5,88379	5,28809	5,68848	6,04004	6,20605	5,95703	6,03027	5,52246	6,09863	9,99512	0,08301
2,23339	22,5	4,58496	4,82910	4,45801	4,49707	4,87305	5,21973	4,98047	5,32715	5,72266	5,28809	4,64355	5,11230	5,28320	4,33594	4,84375	5,65918	4,80957	4,59961	5,11719	5,43457	5,61035	5,87402	5,27344	5,70801	6,03027	6,20117	5,94727	6,01563	5,52734	6,08887	9,99512	0,07813
2,24173	22,5	4,49219	4,73145	4,39453	4,39453	4,77539	5,21484	4,98535	5,32227	5,73730	5,29297	4,58496	5,10254	5,27832	4,31641	4,82910	5,65430	4,80469	4,61426	5,10742	5,45410	5,60547	5,87891	5,26855	5,69824	6,03516	6,19141	5,93750	6,02539	5,51758	6,09375	9,99512	0,08301
2,25006	22,5	4,42383	4,65820	4,31641	4,32129	4,68750	5,21973	4,98535	5,32715	5,75684	5,30762	4,57520	5,09766	5,26367	4,31641	4,81445	5,66406	4,80957	4,63867	5,09277	5,43945	5,59570	5,86914	5,26367	5,68848	6,00586	6,19141	5,95215	6,01074	5,51758	6,10352	9,99512	0,07813
2,25840	22,5	4,33594	4,56543	4,24805	4,24316	4,59961	5,22461	4,99023	5,33203	5,76172	5,31738	4,56543	5,08789	5,26367	4,30664	4,79004	5,64941	4,80469	4,62891	5,08789	5,42480	5,59082	5,87402	5,26367	5,69336	6,01074	6,18164	5,92773	6,02051	5,49316	6,08398	9,99512	0,08301
2,26673	22,5	4,25293	4,48242	4,16992	4,16016	4,49707	5,23926	5,00000	5,34180	5,77148	5,32715	4,58984	5,08301	5,24414	4,29688	4,79004	5,62988	4,80469	4,62891	5,07813	5,43945	5,57617	5,86426	5,26855	5,71777	5,99609	6,15723	5,90820	5,99609	5,50293	6,09375	9,99512	0,08301
2,27507	22,5	4,17480	4,40430	4,09668	4,08691	4,41895	5,23926	5,00000	5,33203	5,76660	5,34668	4,53613	5,08301	5,26367	4,29199	4,78027	5,63477	4,80957	4,61426	5,08789	5,43457	5,57617	5,84961	5,24414	5,71777	6,00586	6,15234	5,90332	5,99609	5,47852	6,06934	9,99512	0,08301
2,28340	22,5	4,10645	4,32617	4,02832	3,99414	4,34082	5,23438	5,01953	5,35156	5,79102	5,33203	4,52148	5,06836	5,25391	4,28223	4,77539	5,62500	4,81934	4,61914	5,08789	5,44434	5,56641	5,85449	5,24902	5,70313	5,98633	6,15234	5,89355	5,99609	5,46875	6,06445	9,99512	0,07813
2,29173	22,5	4,02832	4,23340	3,95020	3,90625	4,24316	5,23926	5,01465	5,35645	5,78613	5,33203	4,51172	5,06348	5,24414	4,27246	4,77539	5,62988	4,80469	4,61426	5,08301	5,40527	5,57129	5,84473	5,25391	5,70313	5,95215	6,14258	5,88867	5,99121	5,46875	6,06445	9,99512	0,07813
2,30007	22,5	3,94043	4,15527	3,86719	3,83301	4,16016	5,24902	5,02441	5,35645	5,79590	5,35156	4,49219	5,05371	5,24902	4,26758	4,78516	5,62012	4,79980	4,62402	5,06836	5,42480	5,54199	5,84961	5,24414	5,72754	5,95703	6,13770	5,90820	5,98145	5,46387	6,06445	9,99512	0,08301
2,30841	22,5	3,86230	4,06738	3,79883	3,73535	4,07227	5,26367	5,01953	5,36133	5,81543	5,37598	4,49219	5,06836	5,25391	4,26270	4,77051	5,61523	4,78027	4,60938	5,06348	5,42480	5,53711	5,85449	5,25879	5,71289	5,93750	6,12793	5,88867	5,97656	5,44434	6,07910	9,99512	0,08301
2,31674	22,5	3,78418	3,97949	3,72070	3,65723	3,97461	5,26855	5,03906	5,37598	5,81543	5,38574	4,48730	5,07813	5,24902	4,25293	4,75586	5,61523	4,79492	4,59961	5,07324	5,41016	5,53711	5,86426	5,25879	5,72754	5,92773	6,11816	5,88867	5,98145	5,44434	6,05957	9,99512	0,08301
2,32507	22,5	3,70605	3,89160	3,64258	3,56934	3,88184	5,27344	5,02930	5,38086	5,81543	5,38574	4,47754	5,06348	5,24902	4,25293	4,75098	5,59570	4,76563	4,60938	5,04395	5,41016	5,53223	5,87402	5,26855	5,73730	5,91797	6,11328	5,88379	5,97656	5,43945	6,05957	9,99512	0,08301
4,00001	22,3	7,74902	8,14453	7,71973	7,73926	8,17383	7,35352	6,96289	7,23633	7,93457	7,33887	7,04102	6,92383	7,24121	6,12793	6,71387	7,58789	6,69434	6,41602	6,93848	7,45605	7,39258	7,89063	6,97266	7,35840	7,90527	7,69043	7,54395	7,60742	7,13379	7,88086	9,99512	0,08301
