Minimum
Sample;Phase;milliVolt
;3;6,561530000000001
9;22;6,311526
;8;5,168946
;0;7,512698
;2;7,938482000000002
;9;7,914067000000001
;2;7,724286666666667
;3;7,0585960000000005
10;22;6,096686
;7;5,109871999999999
;0;7,258795999999999
;2;7,576180000000001
;9;7,575203999999999
;2;7,592782
;3;6,625009
11;22;5,927735999999999
;7;5,018069
;0;7,122072
;2;7,344727999999999
;8;7,486332
;2;7,398441999999998
;2;6,888673999999999
12;22;6,216808
;7;5,1836020000000005
;0;7,153327999999999
;2;7,342782
;22;7,468756000000001
;2;7,379892000000001
;2;6,878914
13;22;6,207034
;8;5,180664
;0;7,038086
;2;7,297852000000001
;22;7,636718
;19;6,719728
;3;6,759278
14;22;4,931646
;8;4,15723
;0;5,870122
;2;5,946292000000001
;10;6,608207200000001
;3;6,530277
;3;6,284670000000001
15;22;4,864262000000001
;12;3,3066460000000015
;0;4,281256000000001
;21;5,442877000000001
;22;7,389654000000002
;18;7,189460000000001
;3;6,983892000000001
16;4;5,372072000000001
;6;4,458986000000001
;6;6,7255899999999995
;6;7,4658240000000005
;8;8,278319999999999
;8;7,929365333333334
;5;7,574709
17;4;4,896483999999999
;6;4,200193999999999
;6;6,303711999999999
;6;6,693355999999999
;8;7,335937999999999
;9;7,060544999999998
;5;6,957519
18;4;4,5878939999999995
;6;3,8535199999999996
;6;5,888674
;7;6,30811
;8;7,125004
;9;6,721195
;4;6,369144
19;4;4,9921880000000005
;6;4,176755999999999
;6;6,066408
;6;6,857422
;8;7,580080000000001
;7;7,322753499999999
;5;7,189451999999999
20;5;5,122562
;6;4,3720740000000005
;6;6,27637
;6;7,352544
;8;8,098636
;7;7,776371000000001
;5;7,645512
21;5;4,693842
;6;4,543940000000001
;6;5,209958000000001
;6;5,98437
;8;7,557614000000001
;7;7,331783
;4;7,272456000000001
22;5;5,640628000000001
;6;5,521486000000001
;6;5,561524
;7;5,810061000000001
;8;7,912114
;6;7,819990000000001
;4;8,202152000000002
23;5;4,936036000000001
;6;4,901370000000001
;6;5,382816
;6;5,897464000000001
;8;7,207034000000002
;6;7,250652000000001
;4;7,3847700000000005
24;5;5,17236
;6;5,077144
;6;5,574215999999999
;6;6,225582
;8;7,568358000000001
;5;7,756834000000001
;5;7,758299000000001
25;5;5,288088999999999
;6;5,073245999999999
;6;5,86133
;6;6,473637999999999
;8;8,099612
;6;8,159508666666666
;4;8,064457999999998
26;4;6,200196
;5;5,922848
;6;6,084958
;6;6,724608000000001
;8;7,921874000000001
;6;7,067054666666667
;4;5,5908180000000005
27;4;6,237302000000001
;5;6,044922
;6;6,063476
;6;6,08789
;8;7,752928
;6;7,417968666666666
;4;5,993163999999999
28;5;5,107419999999999
;5;5,060058999999998
;15;4,986815999999998
;15;7,4326159999999994
;11;8,042641999999999
;10;7,898436666666666
;5;6,685544999999999
29;4;5,403324
;5;5,237306999999999
;6;5,519533999999998
;6;6,209961999999999
;8;7,218751999999999
;6;6,520184666666665
;4;5,3955079999999995
30;5;5,558596
;5;5,467284
;6;5,950194000000001
;7;6,909668000000001
;8;8,009768
;8;7,586588666666668
;4;6,907228000000001
31;11;9,99512
;11;9,99512
;11;9,99512
;11;9,99512
;11;9,99512
;11;9,99512
;5;9,99512
32;18;0,08301
;0;0,08301
;6;0,08203400000000001
;2;0,08008200000000001
;0;0,08008200000000001
;2;0,07910600000000001
;2;0,08008200000000001
